Year,Month,Class,Threshold,Area_km2
2015.0,1.0,Thakurgaon,-17,1.0358067890050553
2015.0,2.0,Thakurgaon,-16,3.424662762082567
2015.0,3.0,Thakurgaon,-16,1.6007605684474568
2015.0,4.0,Thakurgaon,-15,0.8040717875765931
2015.0,5.0,Thakurgaon,-14,1.1441293500306373
2015.0,6.0,Thakurgaon,-13,2.136146120320159
2015.0,7.0,Thakurgaon,-13,39.278719400413635
2015.0,8.0,Thakurgaon,-13,16.230194905307904
2015.0,9.0,Thakurgaon,-14,0.26132575516620704
2015.0,10.0,Thakurgaon,-15,2.704466902420343
2015.0,11.0,Thakurgaon,-16,0.0677615096507353
2015.0,12.0,Thakurgaon,-17,1.2800364745136337
2016.0,1.0,Thakurgaon,-17,3.4827465446040136
2016.0,2.0,Thakurgaon,-16,3.0362331596162684
2016.0,3.0,Thakurgaon,-16,5.333964409152882
2016.0,4.0,Thakurgaon,-15,5.627722442746632
2016.0,5.0,Thakurgaon,-14,1.9695955932598037
2016.0,6.0,Thakurgaon,-13,4.895473104304536
2016.0,7.0,Thakurgaon,-13,151.22397177219293
2016.0,8.0,Thakurgaon,-13,31.183564910439642
2016.0,9.0,Thakurgaon,-14,10.061965715115656
2016.0,10.0,Thakurgaon,-15,5.859013095660998
2016.0,11.0,Thakurgaon,-16,2.277779220392923
2016.0,12.0,Thakurgaon,-17,0.9889739535079658
2017.0,1.0,Thakurgaon,-17,0.9454873656250001
2017.0,2.0,Thakurgaon,-16,3.832239081747855
2017.0,3.0,Thakurgaon,-16,1.5559719842447919
2017.0,4.0,Thakurgaon,-15,3.557207274766391
2017.0,5.0,Thakurgaon,-14,2.582427638694853
2017.0,6.0,Thakurgaon,-13,2.922853228592218
2017.0,7.0,Thakurgaon,-13,90.03707689538913
2017.0,8.0,Thakurgaon,-13,64.07402799574903
2017.0,9.0,Thakurgaon,-14,8.089324234386488
2017.0,10.0,Thakurgaon,-15,5.033251578186276
2017.0,11.0,Thakurgaon,-16,3.175727119699755
