Year,Month,Class,Threshold,Area_km2
2015.0,1.0,Tangail,-17,65.71589998845741
2015.0,2.0,Tangail,-16,76.25180994756056
2015.0,3.0,Tangail,-16,90.88668964952137
2015.0,4.0,Tangail,-15,74.47883741070775
2015.0,5.0,Tangail,-14,101.27400986083796
2015.0,6.0,Tangail,-13,311.21531226653264
2015.0,7.0,Tangail,-13,315.3048639612592
2015.0,8.0,Tangail,-13,313.96258985613895
2015.0,9.0,Tangail,-14,317.3200839569125
2015.0,10.0,Tangail,-15,143.6917306500384
2015.0,11.0,Tangail,-16,98.85945814806614
2015.0,12.0,Tangail,-17,76.81867670769768
2016.0,1.0,Tangail,-17,0.0
2016.0,2.0,Tangail,-16,83.77174266777735
2016.0,3.0,Tangail,-16,89.36680805974272
2016.0,4.0,Tangail,-15,102.21622013815875
2016.0,5.0,Tangail,-14,119.33188434228715
2016.0,6.0,Tangail,-13,192.48038645940562
2016.0,7.0,Tangail,-13,561.5904162543736
2016.0,8.0,Tangail,-13,504.75170146081507
2016.0,9.0,Tangail,-14,258.1452799101333
2016.0,10.0,Tangail,-15,194.3288094845742
2016.0,11.0,Tangail,-16,99.44249740636877
2016.0,12.0,Tangail,-17,74.37959868051473
2017.0,1.0,Tangail,-17,75.09608950147059
2017.0,2.0,Tangail,-16,85.65606194844135
2017.0,3.0,Tangail,-16,75.49441869937961
2017.0,4.0,Tangail,-15,96.2476477308862
2017.0,5.0,Tangail,-14,112.88344846236987
2017.0,6.0,Tangail,-13,153.74049284597123
2017.0,7.0,Tangail,-13,484.23245353264406
2017.0,8.0,Tangail,-13,618.8170570868416
2017.0,9.0,Tangail,-14,330.59801444214145
2017.0,10.0,Tangail,-15,216.66006031503528
2017.0,11.0,Tangail,-16,100.16217147249927
2017.0,12.0,Tangail,-17,68.7692397711512
2018.0,1.0,Tangail,-17,68.69514850116039
2018.0,2.0,Tangail,-16,84.3454153067402
2018.0,3.0,Tangail,-16,76.0188527120366
2018.0,4.0,Tangail,-15,81.86789749494868
2018.0,5.0,Tangail,-14,99.86917481449532
2018.0,6.0,Tangail,-13,153.09952826938198
2018.0,7.0,Tangail,-13,277.92939393496476
2018.0,8.0,Tangail,-13,262.77860396657485
2018.0,9.0,Tangail,-14,223.46235747192108
2018.0,10.0,Tangail,-15,125.91935708867574
2018.0,11.0,Tangail,-16,88.91046697552848
2018.0,12.0,Tangail,-17,65.67371250086934
2019.0,1.0,Tangail,-17,68.33719746060046
2019.0,2.0,Tangail,-16,76.17352416991805
2019.0,3.0,Tangail,-16,71.25789479721202
2019.0,4.0,Tangail,-15,72.03074890472199
2019.0,5.0,Tangail,-14,93.46217393006285
2019.0,6.0,Tangail,-13,105.49214400879295
2019.0,7.0,Tangail,-13,702.6740759878178
2019.0,8.0,Tangail,-13,510.3477488578813
2019.0,9.0,Tangail,-14,230.032791674441
2019.0,10.0,Tangail,-15,166.73931652101726
2019.0,11.0,Tangail,-16,95.12893221574758
2019.0,12.0,Tangail,-17,73.02303182679613
2020.0,1.0,Tangail,-17,63.529944897120096
