Year,Month,Class,Threshold,Area_km2
2015.0,1.0,Natore,-17,13.917882475084252
2015.0,2.0,Natore,-16,19.438763205104937
2015.0,3.0,Natore,-16,13.882254034999235
2015.0,4.0,Natore,-15,17.24348784310279
2015.0,5.0,Natore,-14,18.958168238932288
2015.0,6.0,Natore,-13,75.63669507711013
2015.0,7.0,Natore,-13,243.3952231013251
2015.0,8.0,Natore,-13,243.56514339414431
2015.0,9.0,Natore,-14,202.877670361623
2015.0,10.0,Natore,-15,147.30117109065577
2015.0,11.0,Natore,-16,83.76517519076664
2015.0,12.0,Natore,-17,24.4278410755553
2016.0,1.0,Natore,-17,0.0
2016.0,2.0,Natore,-16,16.461795132858445
2016.0,3.0,Natore,-16,18.79736500006511
2016.0,4.0,Natore,-15,17.781945368792123
2016.0,5.0,Natore,-14,18.667050268527884
2016.0,6.0,Natore,-13,60.07651852729403
2016.0,7.0,Natore,-13,334.46621990971573
2016.0,8.0,Natore,-13,252.0948615171031
2016.0,9.0,Natore,-14,166.23467551095285
2016.0,10.0,Natore,-15,159.94346069293812
2016.0,11.0,Natore,-16,132.97392590573676
2016.0,12.0,Natore,-17,44.77263960523131
2017.0,1.0,Natore,-17,17.048111726397824
2017.0,2.0,Natore,-16,19.402948264085474
2017.0,3.0,Natore,-16,20.506864992846193
2017.0,4.0,Natore,-15,26.230010200972725
2017.0,5.0,Natore,-14,26.042740214476098
2017.0,6.0,Natore,-13,30.783678904151337
2017.0,7.0,Natore,-13,244.72520519469222
2017.0,8.0,Natore,-13,331.78450479128344
2017.0,9.0,Natore,-14,224.48489978841894
2017.0,10.0,Natore,-15,164.03221427847737
2017.0,11.0,Natore,-16,143.33060599393764
2017.0,12.0,Natore,-17,63.4727254411267
2018.0,1.0,Natore,-17,24.46529438726639
2018.0,2.0,Natore,-16,26.782793335167725
2018.0,3.0,Natore,-16,23.14013109444699
2018.0,4.0,Natore,-15,23.13466050695849
2018.0,5.0,Natore,-14,21.721988185971966
2018.0,6.0,Natore,-13,85.0900085599571
2018.0,7.0,Natore,-13,154.38550305608916
2018.0,8.0,Natore,-13,242.65943939752626
2018.0,9.0,Natore,-14,141.1540171140395
2018.0,10.0,Natore,-15,79.96662136157698
2018.0,11.0,Natore,-16,33.220346436458335
2018.0,12.0,Natore,-17,14.997430924716603
2019.0,1.0,Natore,-17,19.984939238009346
2019.0,2.0,Natore,-16,21.97764931083027
2019.0,3.0,Natore,-16,21.53621438178615
2019.0,4.0,Natore,-15,20.314130607716756
2019.0,5.0,Natore,-14,23.08566818867953
2019.0,6.0,Natore,-13,26.400290629603244
2019.0,7.0,Natore,-13,339.10862136074195
2019.0,8.0,Natore,-13,278.3910350092908
2019.0,9.0,Natore,-14,148.21522779298806
2019.0,10.0,Natore,-15,150.11934885916068
2019.0,11.0,Natore,-16,111.89548400955492
2019.0,12.0,Natore,-17,39.43528124313725
2020.0,1.0,Natore,-17,16.060996820255053
2020.0,2.0,Natore,-16,27.23936105272287
2020.0,3.0,Natore,-16,20.160097149563413
2020.0,4.0,Natore,-15,24.807674699954045
2020.0,5.0,Natore,-14,22.480010448238353
2020.0,6.0,Natore,-13,163.3248752783165
2020.0,7.0,Natore,-13,406.4972000801847
2020.0,8.0,Natore,-13,382.03488042284357
2020.0,9.0,Natore,-14,258.37727218920423
2020.0,10.0,Natore,-15,232.9408107652536
2020.0,11.0,Natore,-16,118.10854027821694
2020.0,12.0,Natore,-17,48.39693791228554
2021.0,1.0,Natore,-17,23.61019248411458
2021.0,2.0,Natore,-16,25.798086764430142
2021.0,3.0,Natore,-16,26.375578105104932
2021.0,4.0,Natore,-15,26.22011634628906
2021.0,5.0,Natore,-14,25.308837308042282
2021.0,6.0,Natore,-13,76.87953392812116
2021.0,7.0,Natore,-13,230.0228589056908
2021.0,8.0,Natore,-13,278.3622677629825
2021.0,9.0,Natore,-14,181.042931524104
2021.0,10.0,Natore,-15,135.70188196440327
2021.0,11.0,Natore,-16,71.03051873126913
2021.0,12.0,Natore,-17,23.966479759252444
2022.0,1.0,Natore,-17,21.561030890058206
2022.0,2.0,Natore,-16,23.020703158057582
2022.0,3.0,Natore,-16,21.381852517133883
2022.0,4.0,Natore,-15,23.80150509769837
2022.0,5.0,Natore,-14,24.166465087415745
2022.0,6.0,Natore,-13,118.55442645898817
2022.0,7.0,Natore,-13,187.05421362167206
2022.0,8.0,Natore,-13,216.95231636334674
2022.0,9.0,Natore,-14,158.2571064355163
2022.0,10.0,Natore,-15,124.1296570813687
2022.0,11.0,Natore,-16,57.103566122751985
2022.0,12.0,Natore,-17,16.10753306629519
2023.0,1.0,Natore,-17,16.92722643270144
2023.0,2.0,Natore,-16,20.641806962189793
2023.0,3.0,Natore,-16,18.87777769871323
2023.0,4.0,Natore,-15,23.070760177642473
2023.0,5.0,Natore,-14,20.981965394221046
2023.0,6.0,Natore,-13,33.293085920645694
2023.0,7.0,Natore,-13,99.28301237664671
2023.0,8.0,Natore,-13,255.82015194309153
2023.0,9.0,Natore,-14,132.53138709533548
2023.0,10.0,Natore,-15,137.30612941838993
2023.0,11.0,Natore,-16,65.50619584412912
2023.0,12.0,Natore,-17,29.16684838437883
2024.0,1.0,Natore,-17,19.172212946832875
2024.0,2.0,Natore,-16,20.065686485546873
2024.0,3.0,Natore,-16,13.104540943677238
2024.0,4.0,Natore,-15,23.328725609934136
2024.0,5.0,Natore,-14,20.210931202784163
2024.0,6.0,Natore,-13,43.92903231881127
2024.0,7.0,Natore,-13,277.0667904263712
2024.0,8.0,Natore,-13,302.3267360485297
2024.0,9.0,Natore,-14,126.75008184300322
2024.0,10.0,Natore,-15,118.27960531724109
2024.0,11.0,Natore,-16,66.89831795998009
2024.0,12.0,Natore,-17,21.715074783505667
2025.0,1.0,Natore,-17,18.17708362917816
2025.0,2.0,Natore,-16,17.756057077906718
2025.0,3.0,Natore,-16,21.99861172071844
2025.0,4.0,Natore,-15,22.656173780775124
2025.0,5.0,Natore,-14,22.19824588599878
2025.0,6.0,Natore,-13,103.99520318328737
2025.0,7.0,Natore,-13,131.11381061344585
2025.0,8.0,Natore,-13,346.933162437626
2025.0,9.0,Natore,-14,178.93247274229847
2025.0,10.0,Natore,-15,99.17721949491421
2025.0,11.0,Natore,-16,92.49046224058665
2025.0,12.0,Natore,-17,43.43853749949449
2015.0,1.0,Nawabganj,-17,68.40510849163601
2015.0,2.0,Nawabganj,-16,80.18774717637865
2015.0,3.0,Nawabganj,-16,59.6905961981388
2015.0,4.0,Nawabganj,-15,49.52714930368413
2015.0,5.0,Nawabganj,-14,66.84340542491958
2015.0,6.0,Nawabganj,-13,80.2071624668926
2015.0,7.0,Nawabganj,-13,201.2417516043275
2015.0,8.0,Nawabganj,-13,179.45039846075767
2015.0,9.0,Nawabganj,-14,0.0
2015.0,10.0,Nawabganj,-15,80.89608043265167
2015.0,11.0,Nawabganj,-16,0.0
2015.0,12.0,Nawabganj,-17,60.2158224176624
2016.0,1.0,Nawabganj,-17,62.315080784501426
2016.0,2.0,Nawabganj,-16,66.26889911914067
2016.0,3.0,Nawabganj,-16,56.41891937484684
2016.0,4.0,Nawabganj,-15,70.03045793424863
2016.0,5.0,Nawabganj,-14,64.42415243170576
2016.0,6.0,Nawabganj,-13,59.182096159244836
2016.0,7.0,Nawabganj,-13,273.5489658690449
2016.0,8.0,Nawabganj,-13,220.40811793488453
2016.0,9.0,Nawabganj,-14,215.03228774544274
2016.0,10.0,Nawabganj,-15,166.69827142485065
2016.0,11.0,Nawabganj,-16,82.66942846883808
2016.0,12.0,Nawabganj,-17,55.776517034325245
2017.0,1.0,Nawabganj,-17,53.676362387212805
2017.0,2.0,Nawabganj,-16,68.18955556398208
2017.0,3.0,Nawabganj,-16,63.81819243929612
2017.0,4.0,Nawabganj,-15,76.18195895025659
2017.0,5.0,Nawabganj,-14,74.25671458136873
2017.0,6.0,Nawabganj,-13,90.173254072392
2017.0,7.0,Nawabganj,-13,146.93971206453358
2017.0,8.0,Nawabganj,-13,256.5610750521715
2017.0,9.0,Nawabganj,-14,194.63252486592768
2017.0,10.0,Nawabganj,-15,132.8630527494409
2017.0,11.0,Nawabganj,-16,87.53404497959559
2017.0,12.0,Nawabganj,-17,63.225853994236395
2018.0,1.0,Nawabganj,-17,63.50674028303465
2018.0,2.0,Nawabganj,-16,64.96160133894766
2018.0,3.0,Nawabganj,-16,63.438280825321726
2018.0,4.0,Nawabganj,-15,66.76875107642849
2018.0,5.0,Nawabganj,-14,72.31639253214236
2018.0,6.0,Nawabganj,-13,104.38670290352329
2018.0,7.0,Nawabganj,-13,142.13175410044053
2018.0,8.0,Nawabganj,-13,181.23486256761655
2018.0,9.0,Nawabganj,-14,199.3729906960095
2018.0,10.0,Nawabganj,-15,95.26136474820389
2018.0,11.0,Nawabganj,-16,76.88298369432447
2018.0,12.0,Nawabganj,-17,54.353841138288935
2019.0,1.0,Nawabganj,-17,58.508777984413335
2019.0,2.0,Nawabganj,-16,69.18394666969981
2019.0,3.0,Nawabganj,-16,56.20796985312887
2019.0,4.0,Nawabganj,-15,65.12547569347045
2019.0,5.0,Nawabganj,-14,75.7158260043352
2019.0,6.0,Nawabganj,-13,106.02772109878602
2019.0,7.0,Nawabganj,-13,363.25843334056754
2019.0,8.0,Nawabganj,-13,159.60182343989752
2019.0,9.0,Nawabganj,-14,164.00972841172648
2019.0,10.0,Nawabganj,-15,165.46936363985142
2019.0,11.0,Nawabganj,-16,78.22314760623854
2019.0,12.0,Nawabganj,-17,61.26604349129905
2020.0,1.0,Nawabganj,-17,53.88934703241808
2020.0,2.0,Nawabganj,-16,68.17996205980393
2020.0,3.0,Nawabganj,-16,59.2229684502145
2020.0,4.0,Nawabganj,-15,74.99340086691944
2020.0,5.0,Nawabganj,-14,71.38190094686735
2020.0,6.0,Nawabganj,-13,98.55384229005821
2020.0,7.0,Nawabganj,-13,314.6050470678652
2020.0,8.0,Nawabganj,-13,245.1732160952359
2020.0,9.0,Nawabganj,-14,198.5457031074334
2020.0,10.0,Nawabganj,-15,176.813242872909
2020.0,11.0,Nawabganj,-16,85.57306493798256
2020.0,12.0,Nawabganj,-17,67.86803206855471
2021.0,1.0,Nawabganj,-17,60.75649270533476
2021.0,2.0,Nawabganj,-16,70.31738465419349
2021.0,3.0,Nawabganj,-16,62.47994594905795
2021.0,4.0,Nawabganj,-15,81.41851345067401
2021.0,5.0,Nawabganj,-14,67.51984724859457
2021.0,6.0,Nawabganj,-13,113.81581073855313
2021.0,7.0,Nawabganj,-13,202.59301109940273
2021.0,8.0,Nawabganj,-13,260.44614093113506
2021.0,9.0,Nawabganj,-14,215.01522634086245
2021.0,10.0,Nawabganj,-15,168.90990377773065
2021.0,11.0,Nawabganj,-16,108.63601212885645
2021.0,12.0,Nawabganj,-17,67.30050625090384
2022.0,1.0,Nawabganj,-17,61.71536716536076
2022.0,2.0,Nawabganj,-16,87.89091370311735
2022.0,3.0,Nawabganj,-16,62.406668270588256
2022.0,4.0,Nawabganj,-15,73.04779845555299
2022.0,5.0,Nawabganj,-14,70.68006312252224
2022.0,6.0,Nawabganj,-13,103.79995193439413
2022.0,7.0,Nawabganj,-13,135.29923326249997
2022.0,8.0,Nawabganj,-13,164.8265644019763
2022.0,9.0,Nawabganj,-14,173.82182748442108
2022.0,10.0,Nawabganj,-15,154.21569567108997
2022.0,11.0,Nawabganj,-16,85.29699029350108
2022.0,12.0,Nawabganj,-17,62.473354885523925
2023.0,1.0,Nawabganj,-17,56.96444277428389
2023.0,2.0,Nawabganj,-16,65.79275804602102
2023.0,3.0,Nawabganj,-16,63.09418975970057
2023.0,4.0,Nawabganj,-15,77.96157902613359
2023.0,5.0,Nawabganj,-14,70.59624361814107
2023.0,6.0,Nawabganj,-13,89.93778619490271
2023.0,7.0,Nawabganj,-13,164.26945702692248
2023.0,8.0,Nawabganj,-13,178.86089882329594
2023.0,9.0,Nawabganj,-14,158.25111377092912
2023.0,10.0,Nawabganj,-15,144.01685033985146
2023.0,11.0,Nawabganj,-16,74.73833680909158
2023.0,12.0,Nawabganj,-17,55.214771711634526
2024.0,1.0,Nawabganj,-17,54.18014962648975
2024.0,2.0,Nawabganj,-16,73.26941199671032
2024.0,3.0,Nawabganj,-16,52.4059899204274
2024.0,4.0,Nawabganj,-15,77.91478553296953
2024.0,5.0,Nawabganj,-14,65.27528386563269
2024.0,6.0,Nawabganj,-13,92.51944850115659
2024.0,7.0,Nawabganj,-13,212.6419500061657
2024.0,8.0,Nawabganj,-13,226.99453123286233
2024.0,9.0,Nawabganj,-14,196.0949675755899
2024.0,10.0,Nawabganj,-15,171.60621761554845
2024.0,11.0,Nawabganj,-16,87.99543141123621
2024.0,12.0,Nawabganj,-17,68.57722644075137
2025.0,1.0,Nawabganj,-17,65.54675674150585
2025.0,2.0,Nawabganj,-16,68.2221733610026
2025.0,3.0,Nawabganj,-16,71.0721747228171
2025.0,4.0,Nawabganj,-15,79.28486566501994
2025.0,5.0,Nawabganj,-14,73.47002553799403
