Year,Month,Class,Threshold,Area_km2
2015.0,1.0,Panchagarh,-17,1.4802898521292889
2015.0,2.0,Panchagarh,-16,3.198730019312959
2015.0,3.0,Panchagarh,-16,1.4383420032896752
2015.0,4.0,Panchagarh,-15,1.334023566551777
2015.0,5.0,Panchagarh,-14,3.1534061538641236
2015.0,6.0,Panchagarh,-13,12.916717476803766
2015.0,7.0,Panchagarh,-13,36.651700776137396
2015.0,8.0,Panchagarh,-13,22.36596998389247
2015.0,9.0,Panchagarh,-14,11.700706703343277
2015.0,10.0,Panchagarh,-15,8.804667978695624
2015.0,11.0,Panchagarh,-16,4.144727855503218
2015.0,12.0,Panchagarh,-17,3.5053308295304855
2016.0,1.0,Panchagarh,-17,6.2183197456916375
2016.0,2.0,Panchagarh,-16,2.5449620664139103
2016.0,3.0,Panchagarh,-16,7.496643352546724
2016.0,4.0,Panchagarh,-15,4.417093841145834
2016.0,5.0,Panchagarh,-14,5.605397906552546
2016.0,6.0,Panchagarh,-13,16.06948213557368
2016.0,7.0,Panchagarh,-13,201.29557166592383
2016.0,8.0,Panchagarh,-13,23.802845528664992
2016.0,9.0,Panchagarh,-14,18.797076029181994
2016.0,10.0,Panchagarh,-15,13.226749284945615
2016.0,11.0,Panchagarh,-16,6.080554954044119
2016.0,12.0,Panchagarh,-17,3.7293225680644917
2017.0,1.0,Panchagarh,-17,2.5641658971047794
2017.0,2.0,Panchagarh,-16,2.843533324490656
2017.0,3.0,Panchagarh,-16,1.3761052195963543
2017.0,4.0,Panchagarh,-15,4.170779712304688
2017.0,5.0,Panchagarh,-14,4.802876037917432
2017.0,6.0,Panchagarh,-13,11.132964116567091
2017.0,7.0,Panchagarh,-13,41.607027816984505
2017.0,8.0,Panchagarh,-13,34.01588169147903
2017.0,9.0,Panchagarh,-14,17.82388305173484
2017.0,10.0,Panchagarh,-15,13.45530390287224
2017.0,11.0,Panchagarh,-16,7.342087302876075
2017.0,12.0,Panchagarh,-17,4.589501843470436
2018.0,1.0,Panchagarh,-17,3.55998069252068
2018.0,2.0,Panchagarh,-16,3.9701104997740506
2018.0,3.0,Panchagarh,-16,2.975834240062041
2018.0,4.0,Panchagarh,-15,4.122887359937961
2018.0,5.0,Panchagarh,-14,7.600384689384194
2018.0,6.0,Panchagarh,-13,20.493984860734532
2018.0,7.0,Panchagarh,-13,92.97497290943626
2018.0,8.0,Panchagarh,-13,27.47065885177698
2018.0,9.0,Panchagarh,-14,17.234987586125147
2018.0,10.0,Panchagarh,-15,12.691676729469211
2018.0,11.0,Panchagarh,-16,6.975839612358303
2018.0,12.0,Panchagarh,-17,3.6977240170343144
2019.0,1.0,Panchagarh,-17,3.455733793861061
2019.0,2.0,Panchagarh,-16,3.5754773499387262
2019.0,3.0,Panchagarh,-16,2.7958417438151058
2019.0,4.0,Panchagarh,-15,3.2426753933517167
2019.0,5.0,Panchagarh,-14,4.676072915713083
