Year,Month,Class,Threshold,Area_km2
2015.0,1.0,Dhaka,-17,48.63949933743487
2015.0,2.0,Dhaka,-16,55.00217062437576
2015.0,3.0,Dhaka,-16,49.51743413780639
2015.0,4.0,Dhaka,-15,48.35677885440027
2015.0,5.0,Dhaka,-14,56.183688553642014
2015.0,6.0,Dhaka,-13,155.40429402979095
2015.0,7.0,Dhaka,-13,134.58299142231914
2015.0,8.0,Dhaka,-13,143.96527795040575
2015.0,9.0,Dhaka,-14,139.29971103903557
2015.0,10.0,Dhaka,-15,102.53842944987353
2015.0,11.0,Dhaka,-16,69.44148996571306
2015.0,12.0,Dhaka,-17,54.44949216196386
2016.0,1.0,Dhaka,-17,0.0
2016.0,2.0,Dhaka,-16,48.60092359665672
2016.0,3.0,Dhaka,-16,49.13965021995633
2016.0,4.0,Dhaka,-15,61.68220939778264
2016.0,5.0,Dhaka,-14,80.7821402340188
2016.0,6.0,Dhaka,-13,114.86562770769375
2016.0,7.0,Dhaka,-13,181.1589107128063
2016.0,8.0,Dhaka,-13,189.16984198646978
2016.0,9.0,Dhaka,-14,135.39833519471878
2016.0,10.0,Dhaka,-15,115.93234076019833
2016.0,11.0,Dhaka,-16,85.41394248214993
2016.0,12.0,Dhaka,-17,64.23663016645223
2017.0,1.0,Dhaka,-17,51.46793338712472
2017.0,2.0,Dhaka,-16,52.481007258819716
2017.0,3.0,Dhaka,-16,51.630683531847446
2017.0,4.0,Dhaka,-15,63.64497166806835
2017.0,5.0,Dhaka,-14,76.55121672106687
2017.0,6.0,Dhaka,-13,94.91867893267069
2017.0,7.0,Dhaka,-13,140.71313240642223
2017.0,8.0,Dhaka,-13,170.2516641008693
2017.0,9.0,Dhaka,-14,139.70966296964983
2017.0,10.0,Dhaka,-15,114.86207830695837
2017.0,11.0,Dhaka,-16,84.33849469479546
2017.0,12.0,Dhaka,-17,60.58926311650964
2018.0,1.0,Dhaka,-17,50.14027849073225
2018.0,2.0,Dhaka,-16,54.896471450555296
2018.0,3.0,Dhaka,-16,55.57509969096587
2018.0,4.0,Dhaka,-15,59.43634528631665
2018.0,5.0,Dhaka,-14,68.36502098771828
2018.0,6.0,Dhaka,-13,95.40535321986819
2018.0,7.0,Dhaka,-13,115.39846373744622
2018.0,8.0,Dhaka,-13,124.08339764959783
2018.0,9.0,Dhaka,-14,116.58073412649729
2018.0,10.0,Dhaka,-15,89.68015692149963
2018.0,11.0,Dhaka,-16,66.8713230204657
2018.0,12.0,Dhaka,-17,52.890541012281716
2019.0,1.0,Dhaka,-17,51.783899436339624
2019.0,2.0,Dhaka,-16,56.55307746456037
2019.0,3.0,Dhaka,-16,57.15953674854094
2019.0,4.0,Dhaka,-15,58.05345764777498
2019.0,5.0,Dhaka,-14,73.08515825924866
2019.0,6.0,Dhaka,-13,81.21303056722581
2019.0,7.0,Dhaka,-13,144.95266739081256
2019.0,8.0,Dhaka,-13,144.03396370116403
2019.0,9.0,Dhaka,-14,117.61067975494394
2019.0,10.0,Dhaka,-15,104.60922900436191
2019.0,11.0,Dhaka,-16,74.2669743440104
2019.0,12.0,Dhaka,-17,57.6079915312232
2020.0,1.0,Dhaka,-17,52.96067606065411
2020.0,2.0,Dhaka,-16,58.19413657171035
2020.0,3.0,Dhaka,-16,56.74484445534238
2020.0,4.0,Dhaka,-15,63.79436863314953
2020.0,5.0,Dhaka,-14,62.57157608483074
2020.0,6.0,Dhaka,-13,96.54515470340449
2020.0,7.0,Dhaka,-13,191.87047217767696
2020.0,8.0,Dhaka,-13,277.85055242616045
2020.0,9.0,Dhaka,-14,174.85647029775174
2020.0,10.0,Dhaka,-15,125.12386255525031
2020.0,11.0,Dhaka,-16,81.40750409580258
2020.0,12.0,Dhaka,-17,63.780537722866846
2021.0,1.0,Dhaka,-17,57.04382443982842
2021.0,2.0,Dhaka,-16,61.090872108697134
2021.0,3.0,Dhaka,-16,58.12781535590147
2021.0,4.0,Dhaka,-15,66.45589673812803
2021.0,5.0,Dhaka,-14,69.4660088883693
2021.0,6.0,Dhaka,-13,104.05666486063869
2021.0,7.0,Dhaka,-13,117.22554216289812
2021.0,8.0,Dhaka,-13,126.77286583224553
2021.0,9.0,Dhaka,-14,133.57062294918413
2021.0,10.0,Dhaka,-15,104.01850872514161
2021.0,11.0,Dhaka,-16,75.03970546188717
2021.0,12.0,Dhaka,-17,59.23229091555989
2022.0,1.0,Dhaka,-17,53.74883078456267
2022.0,2.0,Dhaka,-16,55.462231014380365
2022.0,3.0,Dhaka,-16,57.88660143798255
2022.0,4.0,Dhaka,-15,67.47919254165132
2022.0,5.0,Dhaka,-14,79.29776516489346
2022.0,6.0,Dhaka,-13,120.47225818558896
2022.0,7.0,Dhaka,-13,133.7470504764322
2022.0,8.0,Dhaka,-13,129.6051169077051
2022.0,9.0,Dhaka,-14,110.18819379144064
2022.0,10.0,Dhaka,-15,102.07952036951974
2022.0,11.0,Dhaka,-16,80.72037469722733
2022.0,12.0,Dhaka,-17,60.60023464141776
2023.0,1.0,Dhaka,-17,55.15833003505285
2023.0,2.0,Dhaka,-16,58.652073112097916
2023.0,3.0,Dhaka,-16,56.86484984468828
2023.0,4.0,Dhaka,-15,62.149177160098766
2023.0,5.0,Dhaka,-14,65.25876344501376
2023.0,6.0,Dhaka,-13,84.49861169196916
2023.0,7.0,Dhaka,-13,125.483252133701
2023.0,8.0,Dhaka,-13,114.98654957012099
2023.0,9.0,Dhaka,-14,107.46872419620476
2023.0,10.0,Dhaka,-15,96.38061577672704
2023.0,11.0,Dhaka,-16,69.52589221489353
2023.0,12.0,Dhaka,-17,57.17428836307062
2024.0,1.0,Dhaka,-17,51.30512434636949
2024.0,2.0,Dhaka,-16,54.55302110873544
2024.0,3.0,Dhaka,-16,52.25450739147899
2024.0,4.0,Dhaka,-15,58.29549197941559
2024.0,5.0,Dhaka,-14,65.1308026231196
2024.0,6.0,Dhaka,-13,96.69594315502063
2024.0,7.0,Dhaka,-13,136.5343147378867
2024.0,8.0,Dhaka,-13,126.44117252473181
2024.0,9.0,Dhaka,-14,102.16840112447139
2024.0,10.0,Dhaka,-15,94.11370549472262
2024.0,11.0,Dhaka,-16,69.76928641438798
2024.0,12.0,Dhaka,-17,55.83387109657247
2025.0,1.0,Dhaka,-17,49.37609950425858
2025.0,2.0,Dhaka,-16,51.21461833034622
2025.0,3.0,Dhaka,-16,50.77524677288987
2025.0,4.0,Dhaka,-15,53.95783830370712
2025.0,5.0,Dhaka,-14,60.873106796028615
2025.0,6.0,Dhaka,-13,94.82402616792274
2025.0,7.0,Dhaka,-13,96.28162663424844
2025.0,8.0,Dhaka,-13,108.56661208488421
2025.0,9.0,Dhaka,-14,100.01800647343353
2025.0,10.0,Dhaka,-15,85.86492852085243
2025.0,11.0,Dhaka,-16,69.94879823273207
2025.0,12.0,Dhaka,-17,54.26379568113511
2015.0,1.0,Faridpur,-17,86.25243473628213
2015.0,2.0,Faridpur,-16,90.6154790066865
2015.0,3.0,Faridpur,-16,94.32507507671178
2015.0,4.0,Faridpur,-15,90.39549924981232
2015.0,5.0,Faridpur,-14,100.09235239577201
2015.0,6.0,Faridpur,-13,121.66827440258122
2015.0,7.0,Faridpur,-13,156.76545241911785
2015.0,8.0,Faridpur,-13,302.40897752743547
2015.0,9.0,Faridpur,-14,230.16016305716911
2015.0,10.0,Faridpur,-15,135.68495011090303
2015.0,11.0,Faridpur,-16,99.41185076820229
2015.0,12.0,Faridpur,-17,86.73337320287214
2016.0,1.0,Faridpur,-17,0.0
2016.0,2.0,Faridpur,-16,89.85363057837382
2016.0,3.0,Faridpur,-16,90.0266455929036
2016.0,4.0,Faridpur,-15,98.99115715848262
2016.0,5.0,Faridpur,-14,105.75897744276185
2016.0,6.0,Faridpur,-13,118.76268566352248
2016.0,7.0,Faridpur,-13,273.97387884086237
2016.0,8.0,Faridpur,-13,410.10123648309235
2016.0,9.0,Faridpur,-14,282.62348160075794
2016.0,10.0,Faridpur,-15,185.52156373928855
2016.0,11.0,Faridpur,-16,112.54044110844052
2016.0,12.0,Faridpur,-17,86.11527288039586
2017.0,1.0,Faridpur,-17,79.76157469987355
2017.0,2.0,Faridpur,-16,88.4089533763824
2017.0,3.0,Faridpur,-16,81.45649320251216
2017.0,4.0,Faridpur,-15,95.89277533939175
2017.0,5.0,Faridpur,-14,102.14078967349867
2017.0,6.0,Faridpur,-13,114.15400911464071
2017.0,7.0,Faridpur,-13,188.15313095984996
2017.0,8.0,Faridpur,-13,398.12683641343114
2017.0,9.0,Faridpur,-14,238.95199082870704
2017.0,10.0,Faridpur,-15,174.6699774290098
2017.0,11.0,Faridpur,-16,109.83228585422022
2017.0,12.0,Faridpur,-17,85.18890713530553
2018.0,1.0,Faridpur,-17,80.78830775182284
2018.0,2.0,Faridpur,-16,94.21173482219275
2018.0,3.0,Faridpur,-16,94.08642530355384
2018.0,4.0,Faridpur,-15,92.80111083327964
2018.0,5.0,Faridpur,-14,102.10689784191166
2018.0,6.0,Faridpur,-13,115.50085011108682
2018.0,7.0,Faridpur,-13,147.1156878418122
2018.0,8.0,Faridpur,-13,184.8626133681871
2018.0,9.0,Faridpur,-14,168.98547329510575
2018.0,10.0,Faridpur,-15,116.35961209183131
2018.0,11.0,Faridpur,-16,100.30905577507654
2018.0,12.0,Faridpur,-17,82.93934950884648
2019.0,1.0,Faridpur,-17,83.48406631023664
2019.0,2.0,Faridpur,-16,88.44252171329651
2019.0,3.0,Faridpur,-16,88.18869596019451
2019.0,4.0,Faridpur,-15,88.57490465472192
2019.0,5.0,Faridpur,-14,101.34711657792577
2019.0,6.0,Faridpur,-13,105.4939765329733
2019.0,7.0,Faridpur,-13,196.13634303483087
2019.0,8.0,Faridpur,-13,250.4337605112053
2019.0,9.0,Faridpur,-14,192.73679176163063
2019.0,10.0,Faridpur,-15,157.83104733443636
2019.0,11.0,Faridpur,-16,102.59836101455264
2019.0,12.0,Faridpur,-17,83.11235584488735
2020.0,1.0,Faridpur,-17,76.9049383366766
2020.0,2.0,Faridpur,-16,84.4812470673215
2020.0,3.0,Faridpur,-16,83.69947251595428
2020.0,4.0,Faridpur,-15,95.11930491408155
2020.0,5.0,Faridpur,-14,96.1899538576018
2020.0,6.0,Faridpur,-13,119.9795756471698
