Year,Month,Class,Threshold,Area_km2
2015.0,1.0,Pirojpur,-17,73.70266630788146
2015.0,2.0,Pirojpur,-16,76.34224918601797
2015.0,3.0,Pirojpur,-16,76.8540066004596
2015.0,4.0,Pirojpur,-15,81.47333808015097
2015.0,5.0,Pirojpur,-14,87.51925105262339
2015.0,6.0,Pirojpur,-13,319.4375270353782
2015.0,7.0,Pirojpur,-13,158.1727811845742
2015.0,8.0,Pirojpur,-13,122.33232740843292
2015.0,9.0,Pirojpur,-14,177.37781300421645
2015.0,10.0,Pirojpur,-15,79.93542942787228
2015.0,11.0,Pirojpur,-16,65.35136688545501
2015.0,12.0,Pirojpur,-17,66.21026084556914
2016.0,1.0,Pirojpur,-17,0.0
2016.0,2.0,Pirojpur,-16,75.57948653254448
2016.0,3.0,Pirojpur,-16,75.88720353179386
2016.0,4.0,Pirojpur,-15,83.05757719370416
2016.0,5.0,Pirojpur,-14,190.01371846385584
2016.0,6.0,Pirojpur,-13,211.21169080778952
2016.0,7.0,Pirojpur,-13,222.3923057088005
2016.0,8.0,Pirojpur,-13,245.72485014411384
2016.0,9.0,Pirojpur,-14,180.17352300888473
2016.0,10.0,Pirojpur,-15,84.16511703600264
2016.0,11.0,Pirojpur,-16,73.53093447282097
2016.0,12.0,Pirojpur,-17,71.58803321604628
2017.0,1.0,Pirojpur,-17,69.37265625785466
2017.0,2.0,Pirojpur,-16,77.91116810508584
2017.0,3.0,Pirojpur,-16,79.96472719739205
2017.0,4.0,Pirojpur,-15,100.78070558345595
2017.0,5.0,Pirojpur,-14,88.1438826136528
2017.0,6.0,Pirojpur,-13,146.13069732667358
2017.0,7.0,Pirojpur,-13,164.477680709984
2017.0,8.0,Pirojpur,-13,244.91609650138648
2017.0,9.0,Pirojpur,-14,106.4233922934207
2017.0,10.0,Pirojpur,-15,92.03105646637569
2017.0,11.0,Pirojpur,-16,78.70598263893618
2017.0,12.0,Pirojpur,-17,68.12361337440262
2018.0,1.0,Pirojpur,-17,76.25894658032325
2018.0,2.0,Pirojpur,-16,81.27208674699378
2018.0,3.0,Pirojpur,-16,82.68350266899132
2018.0,4.0,Pirojpur,-15,86.3113404285272
2018.0,5.0,Pirojpur,-14,89.73004550410164
2018.0,6.0,Pirojpur,-13,120.14038458606011
2018.0,7.0,Pirojpur,-13,178.72687431810664
2018.0,8.0,Pirojpur,-13,201.2728739689531
2018.0,9.0,Pirojpur,-14,178.5896090992722
2018.0,10.0,Pirojpur,-15,83.0134728192211
2018.0,11.0,Pirojpur,-16,73.87791169472662
2018.0,12.0,Pirojpur,-17,77.4378492501494
2019.0,1.0,Pirojpur,-17,76.80846996872324
2019.0,2.0,Pirojpur,-16,79.09367929203437
2019.0,3.0,Pirojpur,-16,81.53549514424795
2019.0,4.0,Pirojpur,-15,84.20030617816337
2019.0,5.0,Pirojpur,-14,105.48158278999702
2019.0,6.0,Pirojpur,-13,94.22620927915142
2019.0,7.0,Pirojpur,-13,212.14886154494891
2019.0,8.0,Pirojpur,-13,170.96147556714922
2019.0,9.0,Pirojpur,-14,155.83326773804382
2019.0,10.0,Pirojpur,-15,84.35378946488979
2019.0,11.0,Pirojpur,-16,83.15002005624623
2019.0,12.0,Pirojpur,-17,77.60033669455045
2020.0,1.0,Pirojpur,-17,79.08060849519
2020.0,2.0,Pirojpur,-16,81.2895648815679
2020.0,3.0,Pirojpur,-16,81.54259455782403
2020.0,4.0,Pirojpur,-15,85.26727512205505
2020.0,5.0,Pirojpur,-14,88.62136774298415
2020.0,6.0,Pirojpur,-13,184.79436101533014
2020.0,7.0,Pirojpur,-13,164.31913591118266
2020.0,8.0,Pirojpur,-13,279.70274718044953
2020.0,9.0,Pirojpur,-14,138.62365418064118
2020.0,10.0,Pirojpur,-15,86.94965434466157
2020.0,11.0,Pirojpur,-16,79.55986126368344
2020.0,12.0,Pirojpur,-17,76.99014652897526
2021.0,1.0,Pirojpur,-17,76.96942247303542
2021.0,2.0,Pirojpur,-16,82.02041442397757
2021.0,3.0,Pirojpur,-16,79.46941968645456
2021.0,4.0,Pirojpur,-15,91.29675927333035
2021.0,5.0,Pirojpur,-14,87.64284956354172
2021.0,6.0,Pirojpur,-13,186.9590770160617
2021.0,7.0,Pirojpur,-13,159.6705071583411
2021.0,8.0,Pirojpur,-13,207.9882042187617
2021.0,9.0,Pirojpur,-14,163.46915607991338
2021.0,10.0,Pirojpur,-15,85.85576221852797
2021.0,11.0,Pirojpur,-16,80.23039123974807
2021.0,12.0,Pirojpur,-17,78.17180573585328
2022.0,1.0,Pirojpur,-17,78.71045067174485
2022.0,2.0,Pirojpur,-16,78.87016237930459
2022.0,3.0,Pirojpur,-16,81.46585416554464
2022.0,4.0,Pirojpur,-15,86.76752716364896
2022.0,5.0,Pirojpur,-14,97.73595922234226
2022.0,6.0,Pirojpur,-13,103.64404303992428
2022.0,7.0,Pirojpur,-13,169.73883529364673
2022.0,8.0,Pirojpur,-13,219.51320917384743
2022.0,9.0,Pirojpur,-14,178.42751533316869
2022.0,10.0,Pirojpur,-15,86.38919781350725
2022.0,11.0,Pirojpur,-16,79.91323095200677
2022.0,12.0,Pirojpur,-17,73.75315640545732
2023.0,1.0,Pirojpur,-17,78.67492485796191
2023.0,2.0,Pirojpur,-16,80.03837256205578
2023.0,3.0,Pirojpur,-16,82.27137226990283
2023.0,4.0,Pirojpur,-15,82.61330334871712
2023.0,5.0,Pirojpur,-14,87.26587976143927
2023.0,6.0,Pirojpur,-13,104.68092579133737
2023.0,7.0,Pirojpur,-13,148.0006488200981
2023.0,8.0,Pirojpur,-13,191.22948928995106
2023.0,9.0,Pirojpur,-14,144.97385110409783
2023.0,10.0,Pirojpur,-15,85.87301865208345
2023.0,11.0,Pirojpur,-16,78.6741454508311
2023.0,12.0,Pirojpur,-17,76.11653667364433
2024.0,1.0,Pirojpur,-17,79.92116197524899
2024.0,2.0,Pirojpur,-16,82.25533794426325
2024.0,3.0,Pirojpur,-16,78.16788643524438
2024.0,4.0,Pirojpur,-15,84.3334909826096
2024.0,5.0,Pirojpur,-14,88.35131127338013
2024.0,6.0,Pirojpur,-13,123.33051816238134
2024.0,7.0,Pirojpur,-13,175.0735064252107
2024.0,8.0,Pirojpur,-13,216.4578838623508
2024.0,9.0,Pirojpur,-14,172.28970006719888
2024.0,10.0,Pirojpur,-15,89.77245975914532
2024.0,11.0,Pirojpur,-16,81.23667830252002
2024.0,12.0,Pirojpur,-17,79.54854648291594
2025.0,1.0,Pirojpur,-17,76.71868763930765
2025.0,2.0,Pirojpur,-16,79.95739862392773
2025.0,3.0,Pirojpur,-16,76.8534749953317
2025.0,4.0,Pirojpur,-15,84.19399609295351
2025.0,5.0,Pirojpur,-14,88.38925380633432
2025.0,6.0,Pirojpur,-13,173.20414467785307
2025.0,7.0,Pirojpur,-13,190.27238671444164
2025.0,8.0,Pirojpur,-13,200.70032426629905
2025.0,9.0,Pirojpur,-14,209.90569883400346
2025.0,10.0,Pirojpur,-15,86.33349853486911
2025.0,11.0,Pirojpur,-16,78.96496063431759
2025.0,12.0,Pirojpur,-17,76.08458849510576
2015.0,1.0,Bandarban,-17,0.1258198318359375
2015.0,2.0,Bandarban,-16,11.67650755144761
2015.0,3.0,Bandarban,-16,0.5541991757314644
2015.0,4.0,Bandarban,-15,0.8066792998927697
2015.0,5.0,Bandarban,-14,2.1354464148360903
2015.0,6.0,Bandarban,-13,3.773520358452053
2015.0,7.0,Bandarban,-13,3.5786140402190565
2015.0,8.0,Bandarban,-13,4.123331275750613
2015.0,9.0,Bandarban,-14,11.934535422234985
2015.0,10.0,Bandarban,-15,2.7510645971813728
2015.0,11.0,Bandarban,-16,4.810727969060202
2015.0,12.0,Bandarban,-17,1.080841994408701
2016.0,1.0,Bandarban,-17,5.01570871739813
2016.0,2.0,Bandarban,-16,2.7145259344937185
2016.0,3.0,Bandarban,-16,2.425773726236979
2016.0,4.0,Bandarban,-15,7.719365654457721
2016.0,5.0,Bandarban,-14,13.000135638985908
2016.0,6.0,Bandarban,-13,3.746457052611826
2016.0,7.0,Bandarban,-13,17.56634302022442
2016.0,8.0,Bandarban,-13,29.18126441108302
2016.0,9.0,Bandarban,-14,7.177970142091759
2016.0,10.0,Bandarban,-15,4.215879540579044
2016.0,11.0,Bandarban,-16,2.0716350895373776
2016.0,12.0,Bandarban,-17,1.8172219280867035
2017.0,1.0,Bandarban,-17,1.065038651263787
2017.0,2.0,Bandarban,-16,4.380651866000306
2017.0,3.0,Bandarban,-16,1.5802763406058518
2017.0,4.0,Bandarban,-15,3.4492488107000607
2017.0,5.0,Bandarban,-14,16.449559949065563
2017.0,6.0,Bandarban,-13,12.553891613928462
2017.0,7.0,Bandarban,-13,12.479939709646905
2017.0,8.0,Bandarban,-13,21.678627079576444
2017.0,9.0,Bandarban,-14,18.82655752634421
2017.0,10.0,Bandarban,-15,8.166112577255667
2017.0,11.0,Bandarban,-16,1.7907855586703432
2017.0,12.0,Bandarban,-17,0.6640050973920036
2018.0,1.0,Bandarban,-17,0.6111803378063726
2018.0,2.0,Bandarban,-16,4.445338389836091
2018.0,3.0,Bandarban,-16,2.9603150899050243
2018.0,4.0,Bandarban,-15,5.8689960791322004
2018.0,5.0,Bandarban,-14,8.787203171223958
2018.0,6.0,Bandarban,-13,4.3655943239889705
2018.0,7.0,Bandarban,-13,5.667267053266697
2018.0,8.0,Bandarban,-13,11.919650520358454
2018.0,9.0,Bandarban,-14,9.00687968595282
2018.0,10.0,Bandarban,-15,2.813008375126379
2018.0,11.0,Bandarban,-16,1.3327889765625
2018.0,12.0,Bandarban,-17,0.9349317253944548
2019.0,1.0,Bandarban,-17,0.797503836217065
2019.0,2.0,Bandarban,-16,4.743301544826133
2019.0,3.0,Bandarban,-16,6.738482476551012
2019.0,4.0,Bandarban,-15,15.405607448330272
2019.0,5.0,Bandarban,-14,34.06868463386183
2019.0,6.0,Bandarban,-13,56.31643127653185
2019.0,7.0,Bandarban,-13,57.243621724548085
2019.0,8.0,Bandarban,-13,21.166431774176623
2019.0,9.0,Bandarban,-14,7.1087787146446075
2019.0,10.0,Bandarban,-15,4.637909554155177
2019.0,11.0,Bandarban,-16,1.0273112408624387
2019.0,12.0,Bandarban,-17,0.5982530792777268
2020.0,1.0,Bandarban,-17,0.8975560627604167
2020.0,2.0,Bandarban,-16,1.6914687583295036
2020.0,3.0,Bandarban,-16,2.2199745764322913
2020.0,4.0,Bandarban,-15,2.4196988836626834
2020.0,5.0,Bandarban,-14,5.235415102738204
2020.0,6.0,Bandarban,-13,50.191301113913134
2020.0,7.0,Bandarban,-13,16.653943816218597
2020.0,8.0,Bandarban,-13,7.122409887105545
2020.0,9.0,Bandarban,-14,8.102146952810969
2020.0,10.0,Bandarban,-15,3.3902514760033697
2020.0,11.0,Bandarban,-16,2.0715301167662377
2020.0,12.0,Bandarban,-17,0.5995146304764093
2021.0,1.0,Bandarban,-17,0.6284716217179841
2021.0,2.0,Bandarban,-16,1.5915496157207414
2021.0,3.0,Bandarban,-16,1.0114237497204353
2021.0,4.0,Bandarban,-15,7.186139856874233
2021.0,5.0,Bandarban,-14,15.406001834214155
2021.0,6.0,Bandarban,-13,13.077904507663142
2021.0,7.0,Bandarban,-13,6.935233298598345
2021.0,8.0,Bandarban,-13,24.002038555135574
2021.0,9.0,Bandarban,-14,4.240381072192862
2021.0,10.0,Bandarban,-15,3.3319560377374384
2021.0,11.0,Bandarban,-16,1.126601408739277
2021.0,12.0,Bandarban,-17,0.5981840174977021
2022.0,1.0,Bandarban,-17,0.45894078416819856
2022.0,2.0,Bandarban,-16,3.9734368714882042
2022.0,3.0,Bandarban,-16,1.2082773188763787
