Year,Month,Class,Threshold,Area_km2
2015.0,1.0,Netrakona,-17,32.501892321656726
2015.0,2.0,Netrakona,-16,15.680304265973502
2015.0,3.0,Netrakona,-16,13.781984947997092
2015.0,4.0,Netrakona,-15,13.32300397482384
2015.0,5.0,Netrakona,-14,258.26121766774673
2015.0,6.0,Netrakona,-13,1024.4497859263254
2015.0,7.0,Netrakona,-13,1130.205005364392
2015.0,8.0,Netrakona,-13,1050.715381339641
2015.0,9.0,Netrakona,-14,949.5819469505855
2015.0,10.0,Netrakona,-15,508.10232793162527
2015.0,11.0,Netrakona,-16,240.4713450209904
2015.0,12.0,Netrakona,-17,124.92575629281173
2016.0,1.0,Netrakona,-17,29.938200769113834
2016.0,2.0,Netrakona,-16,23.047310536052386
2016.0,3.0,Netrakona,-16,17.837507520385262
2016.0,4.0,Netrakona,-15,52.63996392741268
2016.0,5.0,Netrakona,-14,505.1443177431372
2016.0,6.0,Netrakona,-13,637.0109005184427
2016.0,7.0,Netrakona,-13,1418.258823016814
2016.0,8.0,Netrakona,-13,809.5945780074101
2016.0,9.0,Netrakona,-14,657.8850176277764
2016.0,10.0,Netrakona,-15,526.7883771662721
2016.0,11.0,Netrakona,-16,388.82620294910384
2016.0,12.0,Netrakona,-17,173.17327289228336
2017.0,1.0,Netrakona,-17,42.439448340280336
2017.0,2.0,Netrakona,-16,15.361882958138027
2017.0,3.0,Netrakona,-16,25.56081743897059
2017.0,4.0,Netrakona,-15,436.54723749631955
2017.0,5.0,Netrakona,-14,582.4624281722499
2017.0,6.0,Netrakona,-13,689.329456272027
2017.0,7.0,Netrakona,-13,959.1137071044835
2017.0,8.0,Netrakona,-13,1273.708884337272
2017.0,9.0,Netrakona,-14,822.3816827620321
2017.0,10.0,Netrakona,-15,599.2457815072304
2017.0,11.0,Netrakona,-16,464.2731199096888
2017.0,12.0,Netrakona,-17,212.6726804796263
2018.0,1.0,Netrakona,-17,82.43164365623855
2018.0,2.0,Netrakona,-16,28.868987966141997
2018.0,3.0,Netrakona,-16,18.54551870262331
2018.0,4.0,Netrakona,-15,23.489577241800703
2018.0,5.0,Netrakona,-14,208.24252409888936
2018.0,6.0,Netrakona,-13,643.4423046900807
2018.0,7.0,Netrakona,-13,853.7246481161837
2018.0,8.0,Netrakona,-13,810.9299003108719
2018.0,9.0,Netrakona,-14,641.0450069407822
2018.0,10.0,Netrakona,-15,444.36773666055825
2018.0,11.0,Netrakona,-16,227.64271862609536
2018.0,12.0,Netrakona,-17,76.34217456118265
2019.0,1.0,Netrakona,-17,23.610129907364435
2019.0,2.0,Netrakona,-16,13.820223063373167
2019.0,3.0,Netrakona,-16,14.747066465008434
2019.0,4.0,Netrakona,-15,16.14077216683901
2019.0,5.0,Netrakona,-14,156.4820257714691
2019.0,6.0,Netrakona,-13,606.0548519361935
2019.0,7.0,Netrakona,-13,1247.3934455272376
2019.0,8.0,Netrakona,-13,839.1736640520713
2019.0,9.0,Netrakona,-14,644.9885744089265
2019.0,10.0,Netrakona,-15,565.9774017522055
2019.0,11.0,Netrakona,-16,384.15462307545585
2019.0,12.0,Netrakona,-17,130.76828347428005
2020.0,1.0,Netrakona,-17,41.361741932375935
2020.0,2.0,Netrakona,-16,20.47680628220359
2020.0,3.0,Netrakona,-16,18.100567867398127
2020.0,4.0,Netrakona,-15,25.591992137844667
2020.0,5.0,Netrakona,-14,85.26990313531323
2020.0,6.0,Netrakona,-13,937.5661771662785
2020.0,7.0,Netrakona,-13,1392.1188219964097
2020.0,8.0,Netrakona,-13,1155.2657173557382
2020.0,9.0,Netrakona,-14,950.2031508751594
2020.0,10.0,Netrakona,-15,669.3884984115922
2020.0,11.0,Netrakona,-16,424.2269087526193
2020.0,12.0,Netrakona,-17,147.28174419690185
2021.0,1.0,Netrakona,-17,41.10878104656863
2021.0,2.0,Netrakona,-16,17.211910983092064
2021.0,3.0,Netrakona,-16,20.812532215847124
2021.0,4.0,Netrakona,-15,21.14823874734221
2021.0,5.0,Netrakona,-14,31.570022010412835
2021.0,6.0,Netrakona,-13,541.8118674017121
2021.0,7.0,Netrakona,-13,1147.8192757384545
2021.0,8.0,Netrakona,-13,1127.7786693820601
2021.0,9.0,Netrakona,-14,681.1891170825512
2021.0,10.0,Netrakona,-15,483.63918620508963
2021.0,11.0,Netrakona,-16,274.3047821416095
2021.0,12.0,Netrakona,-17,93.34207932682676
2022.0,1.0,Netrakona,-17,27.4513742389974
2022.0,2.0,Netrakona,-16,17.730985921947763
2022.0,3.0,Netrakona,-16,16.788555310382197
2022.0,4.0,Netrakona,-15,34.848610743378536
2022.0,5.0,Netrakona,-14,338.3076103065218
2022.0,6.0,Netrakona,-13,1315.7088197296125
2022.0,7.0,Netrakona,-13,985.8453411032968
2022.0,8.0,Netrakona,-13,804.1321926022548
2022.0,9.0,Netrakona,-14,725.4938009694845
2022.0,10.0,Netrakona,-15,577.8127917181178
2022.0,11.0,Netrakona,-16,368.6921302436928
2022.0,12.0,Netrakona,-17,136.247361491839
2023.0,1.0,Netrakona,-17,30.835606783735454
2023.0,2.0,Netrakona,-16,17.61134553138404
2023.0,3.0,Netrakona,-16,19.389551260516235
2023.0,4.0,Netrakona,-15,22.360950289242496
2023.0,5.0,Netrakona,-14,24.96136564693628
2023.0,6.0,Netrakona,-13,263.06717397713703
2023.0,7.0,Netrakona,-13,1059.0379898353895
2023.0,8.0,Netrakona,-13,1014.7462894349636
2023.0,9.0,Netrakona,-14,701.6754062263013
2023.0,10.0,Netrakona,-15,586.2377984906088
2023.0,11.0,Netrakona,-16,327.2365375968827
2023.0,12.0,Netrakona,-17,122.23168894469214
2024.0,1.0,Netrakona,-17,25.798731892689187
2024.0,2.0,Netrakona,-16,16.976330295978862
2024.0,3.0,Netrakona,-16,17.933012617233455
2024.0,4.0,Netrakona,-15,21.205046792034313
2024.0,5.0,Netrakona,-14,37.42951574482997
2024.0,6.0,Netrakona,-13,1083.0750022657476
2024.0,7.0,Netrakona,-13,1244.1563520270074
2024.0,8.0,Netrakona,-13,1275.8592287614174
2024.0,9.0,Netrakona,-14,652.6597939263822
2024.0,10.0,Netrakona,-15,770.4493520555363
2024.0,11.0,Netrakona,-16,350.31847809373113
2024.0,12.0,Netrakona,-17,93.11095694592903
2025.0,1.0,Netrakona,-17,22.145450240104168
2025.0,2.0,Netrakona,-16,16.98637049601333
2025.0,3.0,Netrakona,-16,30.26289564907706
2025.0,4.0,Netrakona,-15,18.286271125003825
2025.0,5.0,Netrakona,-14,71.92391450666365
2025.0,6.0,Netrakona,-13,1000.7601265077999
2025.0,7.0,Netrakona,-13,712.4129039956906
2025.0,8.0,Netrakona,-13,1079.0103232935548
2025.0,9.0,Netrakona,-14,667.3764929261437
2025.0,10.0,Netrakona,-15,521.6520008075408
2025.0,11.0,Netrakona,-16,319.03810014237905
2025.0,12.0,Netrakona,-17,103.80793856387484
2015.0,1.0,Rajbari,-17,75.99564153779106
