district,division,month,month_name,total_area_km2,water_area_km2,water_fraction,year,water_area_calibrated_km2,season
Dinajpur,Rangpur,10,October,3829.09,17.83,0.004658,2016,41.3,Post-Monsoon (Oct-Nov)
Faridpur,Dhaka,10,October,2227.54,175.66,0.078858,2016,406.5,Post-Monsoon (Oct-Nov)
Feni,Chittagong,10,October,960.78,5.67,0.005906,2016,13.1,Post-Monsoon (Oct-Nov)
Gaibandha,Rangpur,10,October,2410.25,307.69,0.127661,2016,712.0,Post-Monsoon (Oct-Nov)
Gazipur,Dhaka,10,October,1940.74,59.2,0.030501,2016,137.0,Post-Monsoon (Oct-Nov)
Gopalganj,Dhaka,10,October,1602.77,26.58,0.016587,2016,61.5,Post-Monsoon (Oct-Nov)
Habiganj,Sylhet,10,October,2857.81,223.17,0.07809,2016,516.5,Post-Monsoon (Oct-Nov)
Jamalpur,Dhaka,10,October,2272.36,159.22,0.070068,2016,368.5,Post-Monsoon (Oct-Nov)
Jessore,Khulna,10,October,2784.67,144.3,0.051821,2016,333.9,Post-Monsoon (Oct-Nov)
Jhalokati,Barisal,10,October,807.93,30.72,0.038019,2016,71.1,Post-Monsoon (Oct-Nov)
Jhenaidah,Khulna,10,October,2143.53,19.7,0.009191,2016,45.6,Post-Monsoon (Oct-Nov)
Joypurhat,Rajshahi,10,October,1081.54,0.79,0.00073,2016,1.8,Post-Monsoon (Oct-Nov)
Khagrachhari,Chittagong,10,October,3108.48,8.56,0.002754,2016,19.8,Post-Monsoon (Oct-Nov)
Khulna,Khulna,10,October,3867.63,349.17,0.090281,2016,808.0,Post-Monsoon (Oct-Nov)
Kishoreganj,Dhaka,10,October,2821.62,1007.0,0.356886,2016,2330.4,Post-Monsoon (Oct-Nov)
Kurigram,Rangpur,10,October,2481.86,465.55,0.187582,2016,1077.4,Post-Monsoon (Oct-Nov)
Kushtia,Khulna,10,October,1830.28,141.94,0.077552,2016,328.5,Post-Monsoon (Oct-Nov)
Lakshmipur,Chittagong,10,October,1573.07,293.58,0.186631,2016,679.4,Post-Monsoon (Oct-Nov)
Lalmonirhat,Rangpur,10,October,1381.75,49.64,0.035922,2016,114.9,Post-Monsoon (Oct-Nov)
Madaripur,Dhaka,10,October,1257.23,71.46,0.056836,2016,165.4,Post-Monsoon (Oct-Nov)
Magura,Khulna,10,October,1143.98,31.45,0.027489,2016,72.8,Post-Monsoon (Oct-Nov)
Manikganj,Dhaka,10,October,1531.92,234.58,0.153131,2016,542.9,Post-Monsoon (Oct-Nov)
Maulvibazar,Sylhet,10,October,2819.05,237.89,0.084387,2016,550.5,Post-Monsoon (Oct-Nov)
Meherpur,Khulna,10,October,732.79,2.76,0.003761,2016,6.4,Post-Monsoon (Oct-Nov)
Munshiganj,Dhaka,10,October,1036.66,96.36,0.092957,2016,223.0,Post-Monsoon (Oct-Nov)
Mymensingh,Dhaka,10,October,4784.19,50.55,0.010565,2016,117.0,Post-Monsoon (Oct-Nov)
Naogaon,Rajshahi,10,October,3824.58,207.96,0.054375,2016,481.3,Post-Monsoon (Oct-Nov)
Narail,Khulna,10,October,1072.86,36.73,0.034238,2016,85.0,Post-Monsoon (Oct-Nov)
Narayanganj,Dhaka,10,October,832.16,56.1,0.067419,2016,129.8,Post-Monsoon (Oct-Nov)
Narsingdi,Dhaka,10,October,1281.34,103.05,0.080422,2016,238.5,Post-Monsoon (Oct-Nov)
Natore,Rajshahi,10,October,2101.7,161.72,0.076949,2016,374.2,Post-Monsoon (Oct-Nov)
Nawabganj,Rajshahi,10,October,1804.38,168.04,0.093129,2016,388.9,Post-Monsoon (Oct-Nov)
Netrakona,Dhaka,10,October,3089.39,511.0,0.165406,2016,1182.5,Post-Monsoon (Oct-Nov)
Nilphamari,Rangpur,10,October,1836.84,23.13,0.012595,2016,53.5,Post-Monsoon (Oct-Nov)
Noakhali,Chittagong,10,October,2642.03,121.62,0.046032,2016,281.5,Post-Monsoon (Oct-Nov)
Pabna,Rajshahi,10,October,2634.14,359.99,0.136665,2016,833.1,Post-Monsoon (Oct-Nov)
Panchagarh,Rangpur,10,October,1548.93,11.34,0.007321,2016,26.2,Post-Monsoon (Oct-Nov)
Patuakhali,Barisal,10,October,2730.09,209.33,0.076675,2016,484.4,Post-Monsoon (Oct-Nov)
Pirojpur,Barisal,10,October,1365.69,84.96,0.06221,2016,196.6,Post-Monsoon (Oct-Nov)
Rajbari,Dhaka,10,October,1249.73,162.45,0.129987,2016,375.9,Post-Monsoon (Oct-Nov)
Rajshahi,Rajshahi,10,October,2664.72,207.64,0.077924,2016,480.5,Post-Monsoon (Oct-Nov)
Rangamati,Chittagong,10,October,6226.79,386.16,0.062016,2016,893.6,Post-Monsoon (Oct-Nov)
Rangpur,Rangpur,10,October,2572.65,33.07,0.012854,2016,76.5,Post-Monsoon (Oct-Nov)
Satkhira,Khulna,10,October,3543.17,581.54,0.164129,2016,1345.8,Post-Monsoon (Oct-Nov)
Shariatpur,Dhaka,10,October,1362.06,191.82,0.140833,2016,443.9,Post-Monsoon (Oct-Nov)
Sherpur,Dhaka,10,October,1455.19,10.65,0.007318,2016,24.6,Post-Monsoon (Oct-Nov)
Sirajganj,Rajshahi,10,October,2755.65,563.78,0.20459,2016,1304.7,Post-Monsoon (Oct-Nov)
Sunamganj,Sylhet,10,October,4043.04,1626.64,0.402332,2016,3764.3,Post-Monsoon (Oct-Nov)
Sylhet,Sylhet,10,October,3847.75,251.88,0.065463,2016,582.9,Post-Monsoon (Oct-Nov)
Tangail,Dhaka,10,October,3707.07,188.29,0.050791,2016,435.7,Post-Monsoon (Oct-Nov)
Thakurgaon,Rangpur,10,October,2008.93,3.58,0.001784,2016,8.3,Post-Monsoon (Oct-Nov)
Bagerhat,Khulna,11,November,3965.62,319.62,0.080598,2016,739.7,Post-Monsoon (Oct-Nov)
Bandarban,Chittagong,11,November,5000.66,1.55,0.000309,2016,3.6,Post-Monsoon (Oct-Nov)
Barguna,Barisal,11,November,1547.28,158.29,0.102303,2016,366.3,Post-Monsoon (Oct-Nov)
Barisal,Barisal,11,November,2767.25,412.24,0.148972,2016,954.0,Post-Monsoon (Oct-Nov)
Bhola,Barisal,11,November,2471.69,680.31,0.27524,2016,1574.4,Post-Monsoon (Oct-Nov)
Bogra,Rajshahi,11,November,3233.63,160.01,0.049482,2016,370.3,Post-Monsoon (Oct-Nov)
Brahamanbaria,Chittagong,11,November,2104.07,205.84,0.097831,2016,476.4,Post-Monsoon (Oct-Nov)
Chandpur,Chittagong,11,November,1864.17,245.09,0.131474,2016,567.2,Post-Monsoon (Oct-Nov)
Chittagong,Chittagong,11,November,4736.75,90.95,0.0192,2016,210.5,Post-Monsoon (Oct-Nov)
Chuadanga,Khulna,11,November,1233.0,8.41,0.006822,2016,19.5,Post-Monsoon (Oct-Nov)
Comilla,Chittagong,11,November,3351.85,51.85,0.015469,2016,120.0,Post-Monsoon (Oct-Nov)
Cox's Bazar,Chittagong,11,November,2206.6,78.61,0.035623,2016,181.9,Post-Monsoon (Oct-Nov)
Dhaka,Dhaka,11,November,1611.18,88.81,0.055119,2016,205.5,Post-Monsoon (Oct-Nov)
Dinajpur,Rangpur,11,November,3829.09,10.02,0.002616,2016,23.2,Post-Monsoon (Oct-Nov)
Faridpur,Dhaka,11,November,2227.54,118.25,0.053087,2016,273.7,Post-Monsoon (Oct-Nov)
Feni,Chittagong,11,November,960.78,6.76,0.007033,2016,15.6,Post-Monsoon (Oct-Nov)
Gaibandha,Rangpur,11,November,2410.25,211.75,0.087855,2016,490.0,Post-Monsoon (Oct-Nov)
Gazipur,Dhaka,11,November,1940.74,32.3,0.016642,2016,74.7,Post-Monsoon (Oct-Nov)
Gopalganj,Dhaka,11,November,1602.77,25.95,0.016192,2016,60.1,Post-Monsoon (Oct-Nov)
Habiganj,Sylhet,11,November,2857.81,179.13,0.062679,2016,414.5,Post-Monsoon (Oct-Nov)
Jamalpur,Dhaka,11,November,2272.36,103.64,0.045607,2016,239.8,Post-Monsoon (Oct-Nov)
Jessore,Khulna,11,November,2784.67,134.68,0.048363,2016,311.7,Post-Monsoon (Oct-Nov)
Jhalokati,Barisal,11,November,807.93,30.83,0.038157,2016,71.3,Post-Monsoon (Oct-Nov)
Jhenaidah,Khulna,11,November,2143.49,19.95,0.009307,2016,46.2,Post-Monsoon (Oct-Nov)
Joypurhat,Rajshahi,11,November,1081.54,0.75,0.000697,2016,1.7,Post-Monsoon (Oct-Nov)
Khagrachhari,Chittagong,11,November,3108.48,7.3,0.00235,2016,16.9,Post-Monsoon (Oct-Nov)
Khulna,Khulna,11,November,3867.49,368.54,0.095292,2016,852.9,Post-Monsoon (Oct-Nov)
Kishoreganj,Dhaka,11,November,2821.62,669.4,0.237241,2016,1549.1,Post-Monsoon (Oct-Nov)
Kurigram,Rangpur,11,November,2481.86,343.84,0.138541,2016,795.7,Post-Monsoon (Oct-Nov)
Kushtia,Khulna,11,November,1830.28,103.72,0.056666,2016,240.0,Post-Monsoon (Oct-Nov)
Lakshmipur,Chittagong,11,November,1573.07,291.93,0.185582,2016,675.6,Post-Monsoon (Oct-Nov)
Lalmonirhat,Rangpur,11,November,1381.75,21.86,0.015822,2016,50.6,Post-Monsoon (Oct-Nov)
Madaripur,Dhaka,11,November,1257.23,62.08,0.049378,2016,143.7,Post-Monsoon (Oct-Nov)
Magura,Khulna,11,November,1143.98,18.6,0.016262,2016,43.0,Post-Monsoon (Oct-Nov)
Manikganj,Dhaka,11,November,1531.92,179.38,0.117096,2016,415.1,Post-Monsoon (Oct-Nov)
Maulvibazar,Sylhet,11,November,2819.05,184.1,0.065307,2016,426.0,Post-Monsoon (Oct-Nov)
Meherpur,Khulna,11,November,732.79,2.74,0.003739,2016,6.3,Post-Monsoon (Oct-Nov)
Munshiganj,Dhaka,11,November,1036.66,83.32,0.080375,2016,192.8,Post-Monsoon (Oct-Nov)
Mymensingh,Dhaka,11,November,4784.19,45.32,0.009473,2016,104.9,Post-Monsoon (Oct-Nov)
Naogaon,Rajshahi,11,November,3824.58,138.6,0.036238,2016,320.7,Post-Monsoon (Oct-Nov)
Narail,Khulna,11,November,1072.86,35.32,0.032919,2016,81.7,Post-Monsoon (Oct-Nov)
Narayanganj,Dhaka,11,November,832.16,47.18,0.056693,2016,109.2,Post-Monsoon (Oct-Nov)
Narsingdi,Dhaka,11,November,1281.34,78.52,0.061277,2016,181.7,Post-Monsoon (Oct-Nov)
Natore,Rajshahi,11,November,2101.7,141.33,0.067246,2016,327.1,Post-Monsoon (Oct-Nov)
Nawabganj,Rajshahi,11,November,1804.38,85.84,0.047572,2016,198.6,Post-Monsoon (Oct-Nov)
Netrakona,Dhaka,11,November,3089.39,413.38,0.133807,2016,956.6,Post-Monsoon (Oct-Nov)
Nilphamari,Rangpur,11,November,1836.84,11.61,0.00632,2016,26.9,Post-Monsoon (Oct-Nov)
Noakhali,Chittagong,11,November,2642.03,123.16,0.046614,2016,285.0,Post-Monsoon (Oct-Nov)
Pabna,Rajshahi,11,November,2634.14,188.46,0.071545,2016,436.1,Post-Monsoon (Oct-Nov)
Panchagarh,Rangpur,11,November,1548.93,5.83,0.003763,2016,13.5,Post-Monsoon (Oct-Nov)
Patuakhali,Barisal,11,November,2730.09,220.51,0.08077,2016,510.3,Post-Monsoon (Oct-Nov)
Pirojpur,Barisal,11,November,1365.69,77.55,0.056786,2016,179.5,Post-Monsoon (Oct-Nov)
Rajbari,Dhaka,11,November,1249.73,124.36,0.099509,2016,287.8,Post-Monsoon (Oct-Nov)
Rajshahi,Rajshahi,11,November,2664.72,167.49,0.062853,2016,387.6,Post-Monsoon (Oct-Nov)
Rangamati,Chittagong,11,November,6226.79,374.54,0.06015,2016,866.8,Post-Monsoon (Oct-Nov)
Rangpur,Rangpur,11,November,2572.65,15.48,0.006016,2016,35.8,Post-Monsoon (Oct-Nov)
Satkhira,Khulna,11,November,3543.03,596.8,0.168444,2016,1381.1,Post-Monsoon (Oct-Nov)
Shariatpur,Dhaka,11,November,1362.06,169.75,0.12463,2016,392.8,Post-Monsoon (Oct-Nov)
Sherpur,Dhaka,11,November,1455.19,7.6,0.005223,2016,17.6,Post-Monsoon (Oct-Nov)
Sirajganj,Rajshahi,11,November,2755.65,322.1,0.116887,2016,745.4,Post-Monsoon (Oct-Nov)
Sunamganj,Sylhet,11,November,4043.04,1363.43,0.33723,2016,3155.2,Post-Monsoon (Oct-Nov)
Sylhet,Sylhet,11,November,3847.75,201.86,0.052462,2016,467.1,Post-Monsoon (Oct-Nov)
Tangail,Dhaka,11,November,3707.07,102.46,0.027639,2016,237.1,Post-Monsoon (Oct-Nov)
Thakurgaon,Rangpur,11,November,2008.93,1.93,0.00096,2016,4.5,Post-Monsoon (Oct-Nov)
Bagerhat,Khulna,12,December,3965.62,292.58,0.073779,2016,677.1,Dry Winter (Dec-Feb)
Bandarban,Chittagong,12,December,5000.66,2.74,0.000549,2016,6.3,Dry Winter (Dec-Feb)
Barguna,Barisal,12,December,1547.28,154.52,0.099863,2016,357.6,Dry Winter (Dec-Feb)
Barisal,Barisal,12,December,2767.25,441.38,0.159502,2016,1021.4,Dry Winter (Dec-Feb)
Bhola,Barisal,12,December,2471.69,650.92,0.26335,2016,1506.3,Dry Winter (Dec-Feb)
Bogra,Rajshahi,12,December,3233.63,142.88,0.044185,2016,330.6,Dry Winter (Dec-Feb)
Brahamanbaria,Chittagong,12,December,2104.07,82.01,0.038976,2016,189.8,Dry Winter (Dec-Feb)
Chandpur,Chittagong,12,December,1864.17,242.83,0.130259,2016,562.0,Dry Winter (Dec-Feb)
Chittagong,Chittagong,12,December,4736.75,87.48,0.018469,2016,202.4,Dry Winter (Dec-Feb)
Chuadanga,Khulna,12,December,1233.0,7.5,0.006085,2016,17.4,Dry Winter (Dec-Feb)
Comilla,Chittagong,12,December,3351.85,38.42,0.011463,2016,88.9,Dry Winter (Dec-Feb)
Cox's Bazar,Chittagong,12,December,2206.6,25.51,0.011559,2016,59.0,Dry Winter (Dec-Feb)
Dhaka,Dhaka,12,December,1611.18,74.95,0.046518,2016,173.4,Dry Winter (Dec-Feb)
Dinajpur,Rangpur,12,December,3829.09,8.07,0.002108,2016,18.7,Dry Winter (Dec-Feb)
Faridpur,Dhaka,12,December,2227.54,98.51,0.044225,2016,228.0,Dry Winter (Dec-Feb)
Feni,Chittagong,12,December,960.78,4.25,0.004425,2016,9.8,Dry Winter (Dec-Feb)
Gaibandha,Rangpur,12,December,2410.25,187.12,0.077636,2016,433.0,Dry Winter (Dec-Feb)
Gazipur,Dhaka,12,December,1940.74,25.12,0.012942,2016,58.1,Dry Winter (Dec-Feb)
Gopalganj,Dhaka,12,December,1602.77,36.48,0.022764,2016,84.4,Dry Winter (Dec-Feb)
Habiganj,Sylhet,12,December,2857.81,101.15,0.035394,2016,234.1,Dry Winter (Dec-Feb)
Jamalpur,Dhaka,12,December,2272.36,87.08,0.038323,2016,201.5,Dry Winter (Dec-Feb)
Jessore,Khulna,12,December,2784.67,116.62,0.041879,2016,269.9,Dry Winter (Dec-Feb)
Jhalokati,Barisal,12,December,807.93,30.17,0.037342,2016,69.8,Dry Winter (Dec-Feb)
Jhenaidah,Khulna,12,December,2143.49,18.23,0.008506,2016,42.2,Dry Winter (Dec-Feb)
Joypurhat,Rajshahi,12,December,1081.54,0.56,0.000518,2016,1.3,Dry Winter (Dec-Feb)
Khagrachhari,Chittagong,12,December,3108.48,5.87,0.00189,2016,13.6,Dry Winter (Dec-Feb)
Khulna,Khulna,12,December,3867.47,311.91,0.080649,2016,721.8,Dry Winter (Dec-Feb)
Kishoreganj,Dhaka,12,December,2821.62,229.59,0.081367,2016,531.3,Dry Winter (Dec-Feb)
Kurigram,Rangpur,12,December,2481.86,316.11,0.127369,2016,731.5,Dry Winter (Dec-Feb)
Kushtia,Khulna,12,December,1830.28,85.74,0.046846,2016,198.4,Dry Winter (Dec-Feb)
Lakshmipur,Chittagong,12,December,1573.07,288.94,0.183677,2016,668.7,Dry Winter (Dec-Feb)
Lalmonirhat,Rangpur,12,December,1381.75,14.59,0.010556,2016,33.8,Dry Winter (Dec-Feb)
Madaripur,Dhaka,12,December,1257.23,63.67,0.05064,2016,147.3,Dry Winter (Dec-Feb)
Magura,Khulna,12,December,1143.98,11.54,0.01009,2016,26.7,Dry Winter (Dec-Feb)
Manikganj,Dhaka,12,December,1531.92,164.01,0.107059,2016,379.5,Dry Winter (Dec-Feb)
Maulvibazar,Sylhet,12,December,2819.05,118.47,0.042026,2016,274.2,Dry Winter (Dec-Feb)
Meherpur,Khulna,12,December,732.79,2.96,0.004039,2016,6.8,Dry Winter (Dec-Feb)
Munshiganj,Dhaka,12,December,1036.66,78.93,0.07614,2016,182.7,Dry Winter (Dec-Feb)
Mymensingh,Dhaka,12,December,4784.19,46.9,0.009803,2016,108.5,Dry Winter (Dec-Feb)
Naogaon,Rajshahi,12,December,3824.58,65.69,0.017176,2016,152.0,Dry Winter (Dec-Feb)
Narail,Khulna,12,December,1072.86,41.47,0.038657,2016,96.0,Dry Winter (Dec-Feb)
Narayanganj,Dhaka,12,December,832.16,46.31,0.055649,2016,107.2,Dry Winter (Dec-Feb)
Narsingdi,Dhaka,12,December,1281.34,62.39,0.048691,2016,144.4,Dry Winter (Dec-Feb)
Natore,Rajshahi,12,December,2101.7,54.63,0.025992,2016,126.4,Dry Winter (Dec-Feb)
Nawabganj,Rajshahi,12,December,1804.38,70.04,0.038814,2016,162.1,Dry Winter (Dec-Feb)
Netrakona,Dhaka,12,December,3089.39,206.24,0.066756,2016,477.3,Dry Winter (Dec-Feb)
Nilphamari,Rangpur,12,December,1836.84,8.96,0.004877,2016,20.7,Dry Winter (Dec-Feb)
Noakhali,Chittagong,12,December,2642.03,120.79,0.04572,2016,279.5,Dry Winter (Dec-Feb)
Pabna,Rajshahi,12,December,2634.14,103.95,0.039463,2016,240.6,Dry Winter (Dec-Feb)
Panchagarh,Rangpur,12,December,1548.93,5.09,0.003287,2016,11.8,Dry Winter (Dec-Feb)
Patuakhali,Barisal,12,December,2730.09,203.14,0.074409,2016,470.1,Dry Winter (Dec-Feb)
Pirojpur,Barisal,12,December,1365.69,81.21,0.059461,2016,187.9,Dry Winter (Dec-Feb)
Rajbari,Dhaka,12,December,1249.73,111.15,0.08894,2016,257.2,Dry Winter (Dec-Feb)
Rajshahi,Rajshahi,12,December,2664.72,95.32,0.035772,2016,220.6,Dry Winter (Dec-Feb)
Rangamati,Chittagong,12,December,6226.79,357.67,0.057441,2016,827.7,Dry Winter (Dec-Feb)
Rangpur,Rangpur,12,December,2572.65,10.36,0.004026,2016,24.0,Dry Winter (Dec-Feb)
Satkhira,Khulna,12,December,3543.02,504.39,0.142362,2016,1167.2,Dry Winter (Dec-Feb)
Shariatpur,Dhaka,12,December,1362.06,167.61,0.123059,2016,387.9,Dry Winter (Dec-Feb)
Sherpur,Dhaka,12,December,1455.19,6.55,0.004504,2016,15.2,Dry Winter (Dec-Feb)
Sirajganj,Rajshahi,12,December,2755.65,274.2,0.099503,2016,634.5,Dry Winter (Dec-Feb)
Sunamganj,Sylhet,12,December,4043.04,928.74,0.229714,2016,2149.3,Dry Winter (Dec-Feb)
Sylhet,Sylhet,12,December,3847.75,140.5,0.036515,2016,325.1,Dry Winter (Dec-Feb)
Tangail,Dhaka,12,December,3707.07,88.89,0.023979,2016,205.7,Dry Winter (Dec-Feb)
Thakurgaon,Rangpur,12,December,2008.93,1.4,0.000699,2016,3.2,Dry Winter (Dec-Feb)
Bagerhat,Khulna,1,January,3965.62,201.77,0.050879,2017,466.9,Dry Winter (Dec-Feb)
Bandarban,Chittagong,1,January,5000.66,1.63,0.000326,2017,3.8,Dry Winter (Dec-Feb)
Barguna,Barisal,1,January,1547.28,156.8,0.101336,2017,362.9,Dry Winter (Dec-Feb)
Barisal,Barisal,1,January,2767.25,399.0,0.144187,2017,923.4,Dry Winter (Dec-Feb)
Bhola,Barisal,1,January,2471.69,666.3,0.269573,2017,1541.9,Dry Winter (Dec-Feb)
Bogra,Rajshahi,1,January,3233.63,156.67,0.048451,2017,362.6,Dry Winter (Dec-Feb)
Brahamanbaria,Chittagong,1,January,2104.07,48.79,0.023186,2017,112.9,Dry Winter (Dec-Feb)
Chandpur,Chittagong,1,January,1864.17,231.07,0.123951,2017,534.7,Dry Winter (Dec-Feb)
Chittagong,Chittagong,1,January,4736.75,91.8,0.019379,2017,212.4,Dry Winter (Dec-Feb)
Chuadanga,Khulna,1,January,1233.0,7.7,0.006247,2017,17.8,Dry Winter (Dec-Feb)
Comilla,Chittagong,1,January,3351.85,23.58,0.007034,2017,54.6,Dry Winter (Dec-Feb)
Cox's Bazar,Chittagong,1,January,2206.6,24.8,0.011241,2017,57.4,Dry Winter (Dec-Feb)
Dhaka,Dhaka,1,January,1611.18,59.87,0.037158,2017,138.5,Dry Winter (Dec-Feb)
Dinajpur,Rangpur,1,January,3829.09,10.13,0.002646,2017,23.4,Dry Winter (Dec-Feb)
Faridpur,Dhaka,1,January,2227.54,92.25,0.041414,2017,213.5,Dry Winter (Dec-Feb)
Feni,Chittagong,1,January,960.78,4.85,0.005044,2017,11.2,Dry Winter (Dec-Feb)
Gaibandha,Rangpur,1,January,2410.25,190.25,0.078932,2017,440.3,Dry Winter (Dec-Feb)
Gazipur,Dhaka,1,January,1940.74,17.08,0.008802,2017,39.5,Dry Winter (Dec-Feb)
Gopalganj,Dhaka,1,January,1602.77,27.55,0.017188,2017,63.8,Dry Winter (Dec-Feb)
Habiganj,Sylhet,1,January,2857.81,24.36,0.008522,2017,56.4,Dry Winter (Dec-Feb)
Jamalpur,Dhaka,1,January,2272.36,95.51,0.042032,2017,221.0,Dry Winter (Dec-Feb)
Jessore,Khulna,1,January,2784.67,91.59,0.03289,2017,212.0,Dry Winter (Dec-Feb)
Jhalokati,Barisal,1,January,807.93,30.29,0.037496,2017,70.1,Dry Winter (Dec-Feb)
Jhenaidah,Khulna,1,January,2143.48,19.71,0.009195,2017,45.6,Dry Winter (Dec-Feb)
Joypurhat,Rajshahi,1,January,1081.54,0.73,0.000677,2017,1.7,Dry Winter (Dec-Feb)
Khagrachhari,Chittagong,1,January,3108.48,4.35,0.0014,2017,10.1,Dry Winter (Dec-Feb)
Khulna,Khulna,1,January,3867.46,208.98,0.054036,2017,483.6,Dry Winter (Dec-Feb)
Kishoreganj,Dhaka,1,January,2821.62,104.64,0.037084,2017,242.2,Dry Winter (Dec-Feb)
Kurigram,Rangpur,1,January,2481.86,339.74,0.136888,2017,786.2,Dry Winter (Dec-Feb)
Kushtia,Khulna,1,January,1830.28,72.32,0.039515,2017,167.4,Dry Winter (Dec-Feb)
Lakshmipur,Chittagong,1,January,1573.07,290.75,0.184827,2017,672.8,Dry Winter (Dec-Feb)
Lalmonirhat,Rangpur,1,January,1381.75,10.74,0.007774,2017,24.9,Dry Winter (Dec-Feb)
Madaripur,Dhaka,1,January,1257.23,63.05,0.050153,2017,145.9,Dry Winter (Dec-Feb)
Magura,Khulna,1,January,1143.98,10.82,0.009457,2017,25.0,Dry Winter (Dec-Feb)
Manikganj,Dhaka,1,January,1531.92,160.96,0.10507,2017,372.5,Dry Winter (Dec-Feb)
Maulvibazar,Sylhet,1,January,2819.05,63.79,0.022629,2017,147.6,Dry Winter (Dec-Feb)
Meherpur,Khulna,1,January,732.79,2.79,0.00381,2017,6.5,Dry Winter (Dec-Feb)
Munshiganj,Dhaka,1,January,1036.66,69.7,0.067237,2017,161.3,Dry Winter (Dec-Feb)
Mymensingh,Dhaka,1,January,4784.19,34.12,0.007132,2017,79.0,Dry Winter (Dec-Feb)
Naogaon,Rajshahi,1,January,3824.58,42.8,0.011191,2017,99.0,Dry Winter (Dec-Feb)
Narail,Khulna,1,January,1072.86,31.52,0.029375,2017,72.9,Dry Winter (Dec-Feb)
Narayanganj,Dhaka,1,January,832.16,42.38,0.05093,2017,98.1,Dry Winter (Dec-Feb)
Narsingdi,Dhaka,1,January,1281.34,55.04,0.042959,2017,127.4,Dry Winter (Dec-Feb)
Natore,Rajshahi,1,January,2101.7,24.11,0.01147,2017,55.8,Dry Winter (Dec-Feb)
Nawabganj,Rajshahi,1,January,1804.38,67.57,0.037448,2017,156.4,Dry Winter (Dec-Feb)
Netrakona,Dhaka,1,January,3089.39,56.13,0.018169,2017,129.9,Dry Winter (Dec-Feb)
Nilphamari,Rangpur,1,January,1836.84,6.1,0.003323,2017,14.1,Dry Winter (Dec-Feb)
Noakhali,Chittagong,1,January,2642.03,125.56,0.047525,2017,290.6,Dry Winter (Dec-Feb)
Pabna,Rajshahi,1,January,2634.14,93.04,0.035319,2017,215.3,Dry Winter (Dec-Feb)
Panchagarh,Rangpur,1,January,1548.93,3.68,0.002373,2017,8.5,Dry Winter (Dec-Feb)
Patuakhali,Barisal,1,January,2730.09,208.26,0.076283,2017,482.0,Dry Winter (Dec-Feb)
Pirojpur,Barisal,1,January,1365.69,78.16,0.057229,2017,180.9,Dry Winter (Dec-Feb)
Rajbari,Dhaka,1,January,1249.73,106.29,0.085051,2017,246.0,Dry Winter (Dec-Feb)
Rajshahi,Rajshahi,1,January,2664.72,83.66,0.031397,2017,193.6,Dry Winter (Dec-Feb)
Rangamati,Chittagong,1,January,6226.79,346.41,0.055631,2017,801.7,Dry Winter (Dec-Feb)
Rangpur,Rangpur,1,January,2572.65,8.67,0.00337,2017,20.1,Dry Winter (Dec-Feb)
Satkhira,Khulna,1,January,3543.03,270.56,0.076363,2017,626.1,Dry Winter (Dec-Feb)
Shariatpur,Dhaka,1,January,1362.06,149.96,0.110096,2017,347.0,Dry Winter (Dec-Feb)
Sherpur,Dhaka,1,January,1455.19,4.64,0.003188,2017,10.7,Dry Winter (Dec-Feb)
Sirajganj,Rajshahi,1,January,2755.65,292.86,0.106277,2017,677.7,Dry Winter (Dec-Feb)
Sunamganj,Sylhet,1,January,4043.04,410.22,0.101463,2017,949.3,Dry Winter (Dec-Feb)
Sylhet,Sylhet,1,January,3847.75,84.35,0.021922,2017,195.2,Dry Winter (Dec-Feb)
Tangail,Dhaka,1,January,3707.07,90.87,0.024513,2017,210.3,Dry Winter (Dec-Feb)
Thakurgaon,Rangpur,1,January,2008.93,1.46,0.000725,2017,3.4,Dry Winter (Dec-Feb)
Bagerhat,Khulna,2,February,3965.62,155.47,0.039205,2017,359.8,Dry Winter (Dec-Feb)
Bandarban,Chittagong,2,February,5000.66,3.21,0.000641,2017,7.4,Dry Winter (Dec-Feb)
Barguna,Barisal,2,February,1547.28,150.64,0.09736,2017,348.6,Dry Winter (Dec-Feb)
Barisal,Barisal,2,February,2767.25,409.75,0.148072,2017,948.2,Dry Winter (Dec-Feb)
Bhola,Barisal,2,February,2471.69,648.83,0.262503,2017,1501.5,Dry Winter (Dec-Feb)
Bogra,Rajshahi,2,February,3233.63,157.6,0.048737,2017,364.7,Dry Winter (Dec-Feb)
Brahamanbaria,Chittagong,2,February,2104.07,42.68,0.020286,2017,98.8,Dry Winter (Dec-Feb)
Chandpur,Chittagong,2,February,1864.17,237.06,0.127165,2017,548.6,Dry Winter (Dec-Feb)
Chittagong,Chittagong,2,February,4736.75,82.69,0.017457,2017,191.4,Dry Winter (Dec-Feb)
Chuadanga,Khulna,2,February,1233.0,6.73,0.00546,2017,15.6,Dry Winter (Dec-Feb)
Comilla,Chittagong,2,February,3351.85,15.33,0.004575,2017,35.5,Dry Winter (Dec-Feb)
Cox's Bazar,Chittagong,2,February,2206.6,23.23,0.010526,2017,53.8,Dry Winter (Dec-Feb)
Dhaka,Dhaka,2,February,1611.18,53.77,0.033372,2017,124.4,Dry Winter (Dec-Feb)
Dinajpur,Rangpur,2,February,3829.09,19.97,0.005216,2017,46.2,Dry Winter (Dec-Feb)
