Year,Month,Class,Threshold,Area_km2,Scope
2015,4,Feni,-15,3.320665073016239,District
2015,4,Gaibandha,-15,156.87306532042342,District
2015,4,Gazipur,-15,9.006458855124077,District
2015,4,Gopalganj,-15,9.109292462584254,District
2015,4,Habiganj,-15,9.027426071246936,District
2015,4,Jamalpur,-15,80.38324235045572,District
2015,4,Jessore,-15,20.738692828056056,District
2015,4,Jhalokati,-15,27.72053337480851,District
2015,4,Jhenaidah,-15,9.241664745523131,District
2015,4,Joypurhat,-15,0.3915859810202206,District
2015,4,Khagrachhari,-15,0.0824141708984375,District
2015,4,Khulna_Division,-15,1012.034562735957,Division
2015,4,Khulna_District,-15,281.0294051142539,District
2015,4,Kishoreganj,-15,65.14684680382585,District
2015,4,Kurigram,-15,293.35335129413687,District
2015,4,Kushtia,-15,76.94001674539676,District
2015,4,Lakshmipur,-15,252.7263029168622,District
2015,4,Lalmonirhat,-15,12.856604988124232,District
2015,4,Madaripur,-15,37.31913897339534,District
2015,4,Magura,-15,8.678262439376532,District
2015,4,Manikganj,-15,133.7991778136565,District
2015,4,Maulvibazar,-15,52.237039945480994,District
2015,4,Meherpur,-15,1.652089630327053,District
2015,4,Munshiganj,-15,66.502321121021,District
2015,4,Mymensingh,-15,15.307097547204352,District
2015,4,Naogaon,-15,9.681691186757046,District
2015,4,Narail,-15,18.661565239123764,District
2015,4,Narayanganj,-15,36.94262267797183,District
2015,4,Narsingdi,-15,50.91622880973497,District
2015,4,Natore,-15,17.24348784310279,District
2015,4,Nawabganj,-15,49.52714930368413,District
2015,4,Netrakona,-15,13.32300397482384,District
2015,4,Nilphamari,-15,7.516200583069087,District
2015,4,Noakhali,-15,95.42205546374078,District
2015,4,Pabna,-15,80.42898726438418,District
2015,4,Panchagarh,-15,1.334023566551777,District
2015,4,Patuakhali,-15,185.51406287815564,District
2015,4,Pirojpur,-15,81.47333808015097,District
2015,4,Rajbari,-15,89.01246539842222,District
2015,4,Rajshahi_Division,-15,548.6677615117304,Division
2015,4,Rajshahi_District,-15,40.99908538228018,District
2015,4,Rangamati,-15,206.7779518025621,District
2015,4,Rangpur_Division,-15,484.1626840354816,Division
2015,4,Rangpur_District,-15,7.093048152960327,District
2015,4,Satkhira,-15,380.14292185303685,District
2015,4,Shariatpur,-15,136.37587237345286,District
2015,4,Sherpur,-15,1.2204583043351716,District
2015,4,Sirajganj,-15,224.75410579525104,District
2015,4,Sunamganj,-15,70.58495839900813,District
2015,4,Sylhet_Division,-15,182.7095266990579,Division
2015,4,Sylhet_District,-15,50.85478188264017,District
2015,4,Tangail,-15,74.47883741070775,District
2015,4,Thakurgaon,-15,0.8040717875765931,District
2015,5,Bagerhat,-14,280.281490925808,District
2015,5,Bandarban,-14,2.1354464148360903,District
2015,5,Bangladesh,-14,8240.135271754501,National
2015,5,Barguna,-14,153.09383147430685,District
2015,5,Barisal_Division,-14,1499.660660122469,Division
2015,5,Barisal_District,-14,411.29428750261513,District
2015,5,Bhola,-14,608.976566919466,District
2015,5,Bogra,-14,149.76750847027415,District
2015,5,Brahamanbaria,-14,89.47665877128152,District
2015,5,Chandpur,-14,235.3449591492225,District
2015,5,Chittagong_Division,-14,1110.944027985122,Division
2015,5,Chittagong_District,-14,87.42786789934522,District
2015,5,Chuadanga,-14,3.657125421162684,District
2015,5,Comilla,-14,25.9927695970282,District
2015,5,Cox's Bazar,-14,94.0371597504481,District
2015,5,Dhaka_Division,-14,1603.3929367240232,Division
2015,5,Dhaka_District,-14,56.183688553642014,District
2015,5,Dinajpur,-14,7.549622052726714,District
2015,5,Faridpur,-14,100.092352395772,District
2015,5,Feni,-14,4.690813278737745,District
2015,5,Gaibandha,-14,193.65566975192604,District
2015,5,Gazipur,-14,21.277513923196224,District
2015,5,Gopalganj,-14,13.034623986580884,District
2015,5,Habiganj,-14,102.14392826913678,District
2015,5,Jamalpur,-14,100.20731433033852,District
2015,5,Jessore,-14,30.1194874094669,District
2015,5,Jhalokati,-14,32.77604335215993,District
2015,5,Jhenaidah,-14,13.39757179649587,District
2015,5,Joypurhat,-14,0.5358486782858456,District
2015,5,Khagrachhari,-14,0.2749847607421875,District
2015,5,Khulna_Division,-14,1299.4390023831309,Division
2015,5,Khulna_District,-14,328.45556186023634,District
2015,5,Kishoreganj,-14,244.87832238484592,District
2015,5,Kurigram,-14,335.83825042754694,District
2015,5,Kushtia,-14,73.33675442878368,District
2015,5,Lakshmipur,-14,265.9700619318017,District
2015,5,Lalmonirhat,-14,27.016165258509503,District
2015,5,Madaripur,-14,46.520386981678925,District
2015,5,Magura,-14,10.998522206092987,District
2015,5,Manikganj,-14,157.96618617961087,District
2015,5,Maulvibazar,-14,111.39872924623536,District
2015,5,Meherpur,-14,0.9887048946614584,District
2015,5,Munshiganj,-14,81.18252994607454,District
2015,5,Mymensingh,-14,30.44859204335937,District
2015,5,Naogaon,-14,16.13410738235677,District
2015,5,Narail,-14,21.07067140976563,District
2015,5,Narayanganj,-14,46.70189140767464,District
2015,5,Narsingdi,-14,66.52836323314946,District
2015,5,Natore,-14,18.958168238932288,District
2015,5,Nawabganj,-14,66.84340542491958,District
2015,5,Netrakona,-14,258.26121766774673,District
2015,5,Nilphamari,-14,13.8472239997166,District
2015,5,Noakhali,-14,92.26239461076904,District
2015,5,Pabna,-14,95.82946575836787,District
2015,5,Panchagarh,-14,3.153406153864124,District
2015,5,Patuakhali,-14,205.9764115900928,District
2015,5,Pirojpur,-14,87.51925105262339,District
2015,5,Rajbari,-14,106.69112680938656,District
2015,5,Rajshahi_Division,-14,717.6681141495673,Division
2015,5,Rajshahi_District,-14,86.67132951959258,District
2015,5,Rangamati,-14,213.3277082160501,District
2015,5,Rangpur_Division,-14,596.2779649763785,Division
2015,5,Rangpur_District,-14,14.064240088269765,District
2015,5,Satkhira,-14,537.1196794296994,District
2015,5,Shariatpur,-14,165.49786139443944,District
2015,5,Sherpur,-14,6.617181207234221,District
2015,5,Sirajganj,-14,282.922699216594,District
2015,5,Sunamganj,-14,1025.3781184103511,District
2015,5,Sylhet_Division,-14,1412.6530991142006,Division
2015,5,Sylhet_District,-14,173.72537223353632,District
2015,5,Tangail,-14,101.27400986083796,District
2015,5,Thakurgaon,-14,1.144129350030637,District
2015,6,Bagerhat,-13,658.8895427390703,District
2015,6,Bandarban,-13,3.773520358452053,District
2015,6,Bangladesh,-13,19384.103812596903,National
2015,6,Barguna,-13,557.5675509551584,District
2015,6,Barisal_Division,-13,3115.999415193772,Division
2015,6,Barisal_District,-13,622.7758255299252,District
2015,6,Bhola,-13,817.2345960892605,District
2015,6,Bogra,-13,189.30384181544107,District
2015,6,Brahamanbaria,-13,656.3122235439799,District
2015,6,Chandpur,-13,316.2706876753444,District
2015,6,Chittagong_Division,-13,2413.509626197993,Division
2015,6,Chittagong_District,-13,163.39854232024348,District
2015,6,Chuadanga,-13,14.185599918137257,District
2015,6,Comilla,-13,224.1110055139864,District
2015,6,Cox's Bazar,-13,218.8071456255474,District
2015,6,Dhaka_Division,-13,4991.808846605705,Division
2015,6,Dhaka_District,-13,155.40429402979095,District
2015,6,Dinajpur,-13,20.34252622197457,District
2015,6,Faridpur,-13,121.66827440258122,District
2015,6,Feni,-13,12.379256938802078,District
2015,6,Gaibandha,-13,348.0010449659541,District
2015,6,Gazipur,-13,159.79776937375925,District
2015,6,Gopalganj,-13,166.0923192717907,District
2015,6,Habiganj,-13,705.7593129626532,District
2015,6,Jamalpur,-13,195.2566457129865,District
2015,6,Jessore,-13,68.47810166142388,District
2015,6,Jhalokati,-13,161.18781190609664,District
2015,6,Jhenaidah,-13,26.090034795699303,District
2015,6,Joypurhat,-13,0.8535797336282169,District
2015,6,Khagrachhari,-13,1.263965739947151,District
2015,6,Khulna_Division,-13,2045.2973336605503,Division
2015,6,Khulna_District,-13,449.80900530740274,District
2015,6,Kishoreganj,-13,1372.0666945431271,District
2015,6,Kurigram,-13,507.3702144286875,District
2015,6,Kushtia,-13,101.72118134908858,District
2015,6,Lakshmipur,-13,308.730107402079,District
2015,6,Lalmonirhat,-13,54.33083877163372,District
2015,6,Madaripur,-13,77.11320386838233,District
2015,6,Magura,-13,14.822397097614113,District
2015,6,Manikganj,-13,177.6698684808403,District
2015,6,Maulvibazar,-13,316.91830900699665,District
2015,6,Meherpur,-13,5.70640742789522,District
2015,6,Munshiganj,-13,182.4369009121286,District
2015,6,Mymensingh,-13,283.0520468687577,District
2015,6,Naogaon,-13,46.667486267321536,District
2015,6,Narail,-13,49.37161560756353,District
2015,6,Narayanganj,-13,113.21077603402274,District
2015,6,Narsingdi,-13,201.5049711446653,District
2015,6,Natore,-13,75.63669507711013,District
2015,6,Nawabganj,-13,80.2071624668926,District
2015,6,Netrakona,-13,1024.4497859263254,District
2015,6,Nilphamari,-13,22.896385643646603,District
2015,6,Noakhali,-13,297.4772792431252,District
2015,6,Pabna,-13,244.9531410502644,District
2015,6,Panchagarh,-13,12.916717476803766,District
2015,6,Patuakhali,-13,637.7561623300595,District
2015,6,Pirojpur,-13,319.4375270353782,District
2015,6,Rajbari,-13,108.15235706185288,District
2015,6,Rajshahi_Division,-13,1311.5443486965828,Division
2015,6,Rajshahi_District,-13,130.40962371884578,District
2015,6,Rangamati,-13,210.9715101913565,District
2015,6,Rangpur_Division,-13,1017.2173202587014,Division
2015,6,Rangpur_District,-13,49.20739278776807,District
2015,6,Satkhira,-13,656.2047326933713,District
2015,6,Shariatpur,-13,209.70099723913148,District
2015,6,Sherpur,-13,132.952991884869,District
2015,6,Sirajganj,-13,543.4919388982578,District
2015,6,Sunamganj,-13,2350.020172958089,District
2015,6,Sylhet_Division,-13,4488.568879060059,Division
2015,6,Sylhet_District,-13,1115.8450629915335,District
2015,6,Tangail,-13,311.21531226653264,District
2015,6,Thakurgaon,-13,2.136146120320159,District
2015,7,Bagerhat,-13,609.7786401193438,District
2015,7,Bandarban,-13,3.5786140402190565,District
2015,7,Bangladesh,-13,20793.66242022012,National
2015,7,Barguna,-13,286.5880584417237,District
2015,7,Barisal_Division,-13,2237.830123169857,Division
2015,7,Barisal_District,-13,524.6140736264477,District
2015,7,Bhola,-13,723.984926970615,District
2015,7,Bogra,-13,510.07784246418055,District
2015,7,Brahamanbaria,-13,593.5143837581182,District
2015,7,Chandpur,-13,304.3570809687308,District
2015,7,Chittagong_Division,-13,2442.903997078049,Division
2015,7,Chittagong_District,-13,157.33361355238583,District
2015,7,Chuadanga,-13,30.46493720936351,District
2015,7,Comilla,-13,230.15507716168835,District
2015,7,Cox's Bazar,-13,264.48145010128667,District
2015,7,Dhaka_Division,-13,4880.980494746931,Division
2015,7,Dhaka_District,-13,134.58299142231914,District
2015,7,Dinajpur,-13,264.24766922176394,District
2015,7,Faridpur,-13,156.76545241911785,District
2015,7,Feni,-13,22.376342015115657,District
2015,7,Gaibandha,-13,343.3755916161724,District
2015,7,Gazipur,-13,140.7066087154106,District
2015,7,Gopalganj,-13,61.983337806778536,District
2015,7,Habiganj,-13,625.7970784260648,District
2015,7,Jamalpur,-13,188.3989918224266,District
2015,7,Jessore,-13,190.6528656207416,District
2015,7,Jhalokati,-13,70.23526322688807,District
2015,7,Jhenaidah,-13,84.30754875315945,District
2015,7,Joypurhat,-13,222.62598342580063,District
2015,7,Khagrachhari,-13,1.21900676953125,District
2015,7,Khulna_Division,-13,2667.553211189814,Division
2015,7,Khulna_District,-13,634.0851412871639,District
2015,7,Kishoreganj,-13,1338.1860866697848,District
2015,7,Kurigram,-13,564.5894509344703,District
2015,7,Kushtia,-13,126.8643038022366,District
2015,7,Lakshmipur,-13,313.1740742734447,District
2015,7,Lalmonirhat,-13,86.12796001384808,District
2015,7,Madaripur,-13,69.45117676517697,District
2015,7,Magura,-13,57.59688549420572,District
2015,7,Manikganj,-13,211.45719345432,District
2015,7,Maulvibazar,-13,339.7534701558209,District
2015,7,Meherpur,-13,7.633510371392463,District
2015,7,Munshiganj,-13,134.0111903546033,District
2015,7,Mymensingh,-13,318.8596587986057,District
2015,7,Naogaon,-13,901.1691065875502,District
2015,7,Narail,-13,86.67248617067632,District
2015,7,Narayanganj,-13,88.61970371894914,District
2015,7,Narsingdi,-13,176.86135431763148,District
2015,7,Natore,-13,243.3952231013251,District
2015,7,Nawabganj,-13,201.2417516043275,District
2015,7,Netrakona,-13,1130.205005364392,District
2015,7,Nilphamari,-13,78.11414614292278,District
2015,7,Noakhali,-13,277.3602640626456,District
2015,7,Pabna,-13,328.91021740783617,District
2015,7,Panchagarh,-13,36.6517007761374,District
2015,7,Patuakhali,-13,474.2013722126565,District
2015,7,Pirojpur,-13,158.1727811845742,District
2015,7,Rajbari,-13,142.17727721343445,District
2015,7,Rajshahi_Division,-13,3394.870586308485,Division
2015,7,Rajshahi_District,-13,383.2421529188532,District
2015,7,Rangamati,-13,275.3388002978631,District
2015,7,Rangpur_Division,-13,1512.8941350038117,Division
2015,7,Rangpur_District,-13,100.48813913876,District
2015,7,Satkhira,-13,839.4697011363737,District
2015,7,Shariatpur,-13,192.9988352200943,District
2015,7,Sherpur,-13,80.3436131512408,District
2015,7,Sirajganj,-13,604.1577822100762,District
2015,7,Sunamganj,-13,2138.106407813319,District
2015,7,Sylhet_Division,-13,3656.4741009127247,Division
2015,7,Sylhet_District,-13,552.7969677851105,District
2015,7,Tangail,-13,315.3048639612592,District
2015,7,Thakurgaon,-13,39.27871940041364,District
2015,8,Bagerhat,-13,566.6151624131198,District
2015,8,Bandarban,-13,4.123331275750613,District
2015,8,Bangladesh,-13,21302.54912325669,National
2015,8,Barguna,-13,194.24778257425703,District
2015,8,Barisal_Division,-13,1918.5175480679227,Division
2015,8,Barisal_District,-13,424.69786665541466,District
2015,8,Bhola,-13,701.2841699029259,District
2015,8,Bogra,-13,354.78432232107065,District
2015,8,Brahamanbaria,-13,570.0554211734528,District
2015,8,Chandpur,-13,277.6369460596509,District
2015,8,Chittagong_Division,-13,2650.214038821133,Division
2015,8,Chittagong_District,-13,197.6648370620557,District
2015,8,Chuadanga,-13,21.329323350256587,District
